transcript_id,gene_id,gene_symbol,pathway_id,annotation_version
Cre02.g095053.t2.1,Cre02.g095053,,,v5.5
Cre02.g095054.t1.1,Cre02.g095054,,,v5.5
Cre02.g095054.t2.1,Cre02.g095054,,,v5.5
Cre02.g095054.t3.1,Cre02.g095054,,,v5.5
Cre02.g095055.t1.1,Cre02.g095055,,,v5.5
Cre02.g095056.t1.1,Cre02.g095056,,,v5.5
Cre02.g095057.t1.1,Cre02.g095057,,,v5.5
Cre02.g095058.t1.1,Cre02.g095058,,,v5.5
Cre02.g095059.t1.1,Cre02.g095059,,,v5.5
Cre02.g095060.t1.1,Cre02.g095060,,,v5.5
Cre02.g095061.t1.1,Cre02.g095061,,,v5.5
Cre02.g095062.t1.1,Cre02.g095062,,,v5.5
Cre02.g095063.t1.1,Cre02.g095063,,,v5.5
Cre02.g095064.t1.1,Cre02.g095064,,,v5.5
Cre02.g095065.t1.1,Cre02.g095065,,,v5.5
Cre02.g095066.t1.1,Cre02.g095066,,,v5.5
Cre02.g095068.t1.1,Cre02.g095068,,,v5.5
Cre02.g095071.t1.1,Cre02.g095071,,,v5.5
Cre02.g095072.t1.1,Cre02.g095072,FAP144,,v5.5
Cre02.g095073.t1.1,Cre02.g095073,,,v5.5
Cre02.g095074.t1.1,Cre02.g095074,,,v5.5
Cre02.g095076.t1.1,Cre02.g095076,,,v5.5
Cre02.g095077.t1.1,Cre02.g095077,,,v5.5
Cre02.g095078.t1.1,Cre02.g095078,,,v5.5
Cre02.g095079.t1.1,Cre02.g095079,,,v5.5
Cre02.g095080.t1.1,Cre02.g095080,,,v5.5
Cre02.g095081.t1.1,Cre02.g095081,,,v5.5
Cre02.g095081.t2.1,Cre02.g095081,,,v5.5
Cre02.g095082.t1.1,Cre02.g095082,,,v5.5
Cre02.g095084.t1.1,Cre02.g095084,,,v5.5
Cre02.g095085.t1.1,Cre02.g095085,,,v5.5
Cre02.g095086.t1.1,Cre02.g095086,,,v5.5
Cre02.g095087.t1.1,Cre02.g095087,,,v5.5
Cre02.g095088.t1.1,Cre02.g095088,,,v5.5
Cre02.g095089.t1.1,Cre02.g095089,,Creinhardtii PWY-7184,v5.5
Cre02.g095089.t1.1,Cre02.g095089,,Creinhardtii PWY-7206,v5.5
Cre02.g095089.t1.1,Cre02.g095089,,Creinhardtii PWY-7206,v5.5
Cre02.g095089.t1.1,Cre02.g095089,,Creinhardtii PWY-6545,v5.5
Cre02.g095089.t1.1,Cre02.g095089,,Creinhardtii PWY-7211,v5.5
Cre02.g095092.t1.1,Cre02.g095092,,Creinhardtii PWY-6287,v5.5
Cre02.g095092.t1.1,Cre02.g095092,,Creinhardtii PWY-6287,v5.5
Cre02.g095092.t1.1,Cre02.g095092,,Creinhardtii PWY-6475,v5.5
Cre02.g095092.t1.1,Cre02.g095092,,Creinhardtii PWY-6475,v5.5
Cre02.g095093.t1.1,Cre02.g095093,,,v5.5
Cre02.g095096.t1.1,Cre02.g095096,,,v5.5
Cre02.g095110.t2.1,Cre02.g095110,FAP255,,v5.5
Cre02.g095111.t1.1,Cre02.g095111,,,v5.5
Cre02.g095112.t1.1,Cre02.g095112,,,v5.5
Cre02.g095113.t1.1,Cre02.g095113,,,v5.5
Cre02.g095114.t1.1,Cre02.g095114,,,v5.5
Cre02.g095115.t1.1,Cre02.g095115,,,v5.5
Cre02.g095116.t1.1,Cre02.g095116,,,v5.5
Cre02.g095117.t1.1,Cre02.g095117,,,v5.5
Cre02.g095117.t2.1,Cre02.g095117,,,v5.5
Cre02.g095119.t1.1,Cre02.g095119,,,v5.5
Cre02.g095120.t2.1,Cre02.g095120,,,v5.5
Cre02.g095125.t1.1,Cre02.g095125,,,v5.5
Cre02.g095126.t1.1,Cre02.g095126,,Creinhardtii PWY-6724,v5.5
Cre02.g095126.t1.1,Cre02.g095126,,Creinhardtii PWY-7238,v5.5
Cre02.g095127.t1.1,Cre02.g095127,,,v5.5
Cre02.g095128.t1.1,Cre02.g095128,,,v5.5
Cre02.g095129.t1.1,Cre02.g095129,,,v5.5
Cre02.g095130.t1.1,Cre02.g095130,,,v5.5
Cre02.g095131.t1.1,Cre02.g095131,,,v5.5
Cre02.g095132.t1.1,Cre02.g095132,,,v5.5
Cre02.g095133.t1.1,Cre02.g095133,,,v5.5
Cre02.g095134.t1.1,Cre02.g095134,,Creinhardtii PWY-6842,v5.5
Cre02.g095135.t1.1,Cre02.g095135,,,v5.5
Cre02.g095136.t1.1,Cre02.g095136,,,v5.5
Cre02.g095137.t1.1,Cre02.g095137,,,v5.5
Cre02.g095137.t2.1,Cre02.g095137,,,v5.5
Cre02.g095139.t1.1,Cre02.g095139,,,v5.5
Cre02.g095142.t1.1,Cre02.g095142,,,v5.5
Cre02.g095145.t1.1,Cre02.g095145,,,v5.5
Cre02.g095151.t1.1,Cre02.g095151,,,v5.5
Cre02.g095154.t1.1,Cre02.g095154,,,v5.5
Cre02.g095250.t1.1,Cre02.g095250,,,v5.5
Cre02.g095294.t1.2,Cre02.g095294,,,v5.5
Cre02.g095700.t1.2,Cre02.g095700,,,v5.5
Cre02.g095850.t1.1,Cre02.g095850,,,v5.5
Cre02.g096000.t1.1,Cre02.g096000,,,v5.5
Cre02.g096150.t1.2,Cre02.g096150,MSD1,Creinhardtii DETOX1-PWY-1,v5.5
Cre02.g096150.t1.2,Cre02.g096150,MSD1,Creinhardtii DETOX1-PWY,v5.5
Cre02.g096150.t1.2,Cre02.g096150,MSD1,Creinhardtii PWY-6854,v5.5
Cre02.g096200.t1.2,Cre02.g096200,,,v5.5
Cre02.g096250.t1.2,Cre02.g096250,,,v5.5
Cre02.g096300.t1.1,Cre02.g096300,,,v5.5
Cre02.g096300.t2.1,Cre02.g096300,,,v5.5
Cre02.g096350.t1.1,Cre02.g096350,,,v5.5
Cre02.g096400.t1.2,Cre02.g096400,,,v5.5
Cre02.g096455.t1.2,Cre02.g096455,,,v5.5
Cre02.g096500.t1.1,Cre02.g096500,,,v5.5
Cre02.g096500.t2.1,Cre02.g096500,,,v5.5
Cre02.g096551.t1.1,Cre02.g096551,,,v5.5
Cre02.g096601.t1.1,Cre02.g096601,,,v5.5
Cre02.g096650.t1.2,Cre02.g096650,,,v5.5
Cre02.g096700.t1.1,Cre02.g096700,,,v5.5
Cre02.g096737.t1.2,Cre02.g096737,,,v5.5
Cre02.g096750.t1.2,Cre02.g096750,,,v5.5
Cre02.g096800.t1.2,Cre02.g096800,,,v5.5
Cre02.g096850.t1.2,Cre02.g096850,,,v5.5
Cre02.g096900.t1.2,Cre02.g096900,,Creinhardtii PWY-6689,v5.5
Cre02.g096950.t1.2,Cre02.g096950,,,v5.5
Cre02.g097000.t1.2,Cre02.g097000,,Creinhardtii PWY-6430,v5.5
Cre02.g097000.t1.2,Cre02.g097000,,Creinhardtii PWY-3982,v5.5
Cre02.g097050.t1.2,Cre02.g097050,,,v5.5
Cre02.g097100.t1.2,Cre02.g097100,,,v5.5
Cre02.g097150.t1.2,Cre02.g097150,,,v5.5
Cre02.g097200.t1.1,Cre02.g097200,,,v5.5
Cre02.g097213.t1.2,Cre02.g097213,,,v5.5
Cre02.g097221.t1.1,Cre02.g097221,,,v5.5
Cre02.g097227.t1.2,Cre02.g097227,,,v5.5
Cre02.g097250.t1.1,Cre02.g097250,,,v5.5
Cre02.g097300.t1.1,Cre02.g097300,,,v5.5
Cre02.g097300.t2.1,Cre02.g097300,,,v5.5
Cre02.g097334.t2.1,Cre02.g097334,,,v5.5
Cre02.g097400.t1.2,Cre02.g097400,,,v5.5
Cre02.g097450.t1.2,Cre02.g097450,,Creinhardtii PWY-6612,v5.5
Cre02.g097450.t1.2,Cre02.g097450,,Creinhardtii PWY-6147,v5.5
Cre02.g097500.t1.1,Cre02.g097500,,,v5.5
Cre02.g097550.t1.2,Cre02.g097550,,,v5.5
Cre02.g097600.t1.1,Cre02.g097600,,,v5.5
Cre02.g097650.t1.2,Cre02.g097650,,,v5.5
Cre02.g097800.t1.1,Cre02.g097800,,,v5.5
Cre02.g097850.t1.1,Cre02.g097850,,,v5.5
Cre02.g097900.t1.2,Cre02.g097900,,Creinhardtii ASPARTATESYN-PWY,v5.5
Cre02.g097900.t1.2,Cre02.g097900,,Creinhardtii THRESYN-PWY,v5.5
Cre02.g097900.t1.2,Cre02.g097900,,Creinhardtii PWY-3001,v5.5
Cre02.g097900.t1.2,Cre02.g097900,,Creinhardtii ASPARTATE-DEG1-PWY,v5.5
Cre02.g097900.t1.2,Cre02.g097900,,Creinhardtii PWY-7115,v5.5
Cre02.g097900.t1.2,Cre02.g097900,,Creinhardtii PWY-7115,v5.5
Cre02.g097900.t1.2,Cre02.g097900,,Creinhardtii PWY-7117,v5.5
Cre02.g097900.t1.2,Cre02.g097900,,Creinhardtii PWY-7117,v5.5
Cre02.g097950.t1.2,Cre02.g097950,,,v5.5
Cre02.g098000.t1.2,Cre02.g098000,,,v5.5
Cre02.g098050.t1.2,Cre02.g098050,,Creinhardtii PWY-5885,v5.5
Cre02.g098100.t1.2,Cre02.g098100,,,v5.5
Cre02.g098150.t1.2,Cre02.g098150,,,v5.5
Cre02.g098200.t1.1,Cre02.g098200,PRT1,,v5.5
Cre02.g098250.t1.2,Cre02.g098250,,,v5.5
Cre02.g098300.t1.2,Cre02.g098300,,,v5.5
Cre02.g098350.t1.1,Cre02.g098350,,,v5.5
Cre02.g098400.t1.2,Cre02.g098400,,,v5.5
Cre02.g098400.t2.1,Cre02.g098400,,,v5.5
Cre02.g098450.t1.2,Cre02.g098450,,,v5.5
Cre02.g098500.t1.2,Cre02.g098500,,,v5.5
Cre02.g098550.t1.1,Cre02.g098550,,,v5.5
Cre02.g098600.t1.1,Cre02.g098600,,,v5.5
Cre02.g098600.t2.1,Cre02.g098600,,,v5.5
Cre02.g098650.t1.1,Cre02.g098650,,,v5.5
Cre02.g098700.t1.2,Cre02.g098700,,,v5.5
Cre02.g098750.t1.1,Cre02.g098750,,,v5.5
Cre02.g098800.t1.2,Cre02.g098800,,,v5.5
Cre02.g098850.t1.1,Cre02.g098850,NTR2,Creinhardtii THIOREDOX-PWY,v5.5
Cre02.g098900.t1.1,Cre02.g098900,,,v5.5
Cre02.g098950.t1.2,Cre02.g098950,SYP72,,v5.5
Cre02.g099000.t1.2,Cre02.g099000,SYP71,,v5.5
Cre02.g099050.t1.1,Cre02.g099050,,,v5.5
Cre02.g099055.t1.2,Cre02.g099055,,,v5.5
Cre02.g099100.t1.1,Cre02.g099100,,,v5.5
Cre02.g099200.t1.1,Cre02.g099200,,,v5.5
Cre02.g099300.t1.2,Cre02.g099300,,,v5.5
Cre02.g099350.t1.1,Cre02.g099350,,,v5.5
Cre02.g099400.t1.1,Cre02.g099400,,Creinhardtii PWY-5980,v5.5
Cre02.g099500.t1.1,Cre02.g099500,CVL1,,v5.5
Cre02.g099500.t2.1,Cre02.g099500,CVL1,,v5.5
Cre02.g099550.t1.1,Cre02.g099550,,,v5.5
Cre02.g099601.t1.1,Cre02.g099601,,,v5.5
Cre02.g099650.t1.2,Cre02.g099650,,,v5.5
Cre02.g099750.t1.1,Cre02.g099750,,,v5.5
Cre02.g099800.t1.1,Cre02.g099800,,,v5.5
Cre02.g099850.t1.1,Cre02.g099850,,Creinhardtii PWY-5464,v5.5
Cre02.g099850.t1.1,Cre02.g099850,,Creinhardtii PYRUVDEHYD-PWY,v5.5
Cre02.g099879.t1.2,Cre02.g099879,,,v5.5
Cre02.g099950.t1.2,Cre02.g099950,,,v5.5
Cre02.g100000.t1.2,Cre02.g100000,,,v5.5
Cre02.g100050.t1.2,Cre02.g100050,,,v5.5
Cre02.g100100.t1.1,Cre02.g100100,,,v5.5
Cre02.g100150.t1.2,Cre02.g100150,,,v5.5
Cre02.g100250.t1.2,Cre02.g100250,,,v5.5
Cre02.g100250.t2.1,Cre02.g100250,,,v5.5
Cre02.g100300.t1.1,Cre02.g100300,,Creinhardtii PWY-6351,v5.5
Cre02.g100300.t1.1,Cre02.g100300,,Creinhardtii PWY-6352,v5.5
Cre02.g100350.t1.2,Cre02.g100350,,,v5.5
Cre02.g100400.t1.2,Cre02.g100400,,,v5.5
Cre02.g100450.t1.1,Cre02.g100450,CYG20,,v5.5
Cre02.g100500.t1.1,Cre02.g100500,CYG22,,v5.5
Cre02.g100500.t2.1,Cre02.g100500,CYG22,,v5.5
Cre02.g100566.t1.1,Cre02.g100566,,,v5.5
Cre02.g100600.t1.1,Cre02.g100600,,,v5.5
Cre02.g100633.t1.1,Cre02.g100633,,,v5.5
Cre02.g100700.t1.1,Cre02.g100700,,,v5.5
Cre02.g100750.t1.2,Cre02.g100750,,,v5.5
Cre02.g100800.t1.1,Cre02.g100800,,,v5.5
Cre02.g100850.t1.1,Cre02.g100850,,,v5.5
Cre02.g100876.t1.1,Cre02.g100876,,,v5.5
Cre02.g100900.t1.2,Cre02.g100900,,,v5.5
Cre02.g100950.t1.1,Cre02.g100950,,,v5.5
Cre02.g101000.t1.1,Cre02.g101000,,,v5.5
Cre02.g101050.t1.1,Cre02.g101050,,,v5.5
Cre02.g101100.t1.1,Cre02.g101100,,,v5.5
Cre02.g101150.t1.2,Cre02.g101150,,,v5.5
Cre02.g101150.t2.1,Cre02.g101150,,,v5.5
Cre02.g101200.t1.2,Cre02.g101200,,,v5.5
Cre02.g101250.t1.2,Cre02.g101250,,,v5.5
Cre02.g101300.t1.2,Cre02.g101300,,,v5.5
Cre02.g101350.t1.2,Cre02.g101350,RPL10A,,v5.5
Cre02.g101400.t1.2,Cre02.g101400,,,v5.5
Cre02.g101500.t1.2,Cre02.g101500,,,v5.5
Cre02.g101550.t1.1,Cre02.g101550,,,v5.5
Cre02.g101600.t1.1,Cre02.g101600,,,v5.5
Cre02.g101635.t1.2,Cre02.g101635,,,v5.5
Cre02.g101650.t1.1,Cre02.g101650,,,v5.5
Cre02.g101700.t1.1,Cre02.g101700,,,v5.5
Cre02.g101750.t1.1,Cre02.g101750,,,v5.5
Cre02.g101800.t1.1,Cre02.g101800,,,v5.5
Cre02.g101850.t1.2,Cre02.g101850,,,v5.5
Cre02.g101900.t1.1,Cre02.g101900,,,v5.5
Cre02.g101950.t1.2,Cre02.g101950,,,v5.5
Cre02.g102000.t1.2,Cre02.g102000,,,v5.5
Cre02.g102050.t1.1,Cre02.g102050,,,v5.5
Cre02.g102100.t1.1,Cre02.g102100,,,v5.5
Cre02.g102150.t1.1,Cre02.g102150,,,v5.5
Cre02.g102250.t1.2,Cre02.g102250,RPS3,,v5.5
Cre02.g102276.t2.1,Cre02.g102276,,,v5.5
Cre02.g102300.t1.2,Cre02.g102300,,,v5.5
Cre02.g102300.t2.1,Cre02.g102300,,,v5.5
Cre02.g102350.t1.2,Cre02.g102350,,,v5.5
Cre02.g102400.t1.2,Cre02.g102400,,,v5.5
Cre02.g102450.t1.2,Cre02.g102450,,,v5.5
Cre02.g102500.t1.1,Cre02.g102500,,,v5.5
Cre02.g102551.t1.1,Cre02.g102551,,,v5.5
Cre02.g102600.t1.1,Cre02.g102600,,,v5.5
Cre02.g102650.t1.1,Cre02.g102650,,,v5.5
Cre02.g102700.t1.1,Cre02.g102700,,,v5.5
Cre02.g102750.t1.1,Cre02.g102750,,,v5.5
Cre02.g102776.t1.1,Cre02.g102776,,,v5.5
Cre02.g102800.t1.2,Cre02.g102800,,,v5.5
Cre02.g102850.t1.1,Cre02.g102850,,,v5.5
Cre02.g102900.t1.1,Cre02.g102900,,,v5.5
Cre02.g102950.t1.1,Cre02.g102950,,,v5.5
Cre02.g103000.t1.2,Cre02.g103000,,,v5.5
Cre02.g103050.t1.2,Cre02.g103050,,,v5.5
Cre02.g103100.t1.1,Cre02.g103100,,,v5.5
Cre02.g103150.t1.1,Cre02.g103150,,,v5.5
Cre02.g103200.t1.1,Cre02.g103200,,,v5.5
Cre02.g103250.t1.1,Cre02.g103250,,,v5.5
Cre02.g103300.t1.1,Cre02.g103300,,,v5.5
Cre02.g103350.t1.1,Cre02.g103350,,,v5.5
Cre02.g103400.t1.2,Cre02.g103400,OPR118,,v5.5
Cre02.g103450.t1.1,Cre02.g103450,,,v5.5
Cre02.g103600.t1.1,Cre02.g103600,,,v5.5
Cre02.g103650.t1.1,Cre02.g103650,,,v5.5
Cre02.g103700.t1.1,Cre02.g103700,,,v5.5
Cre02.g103750.t1.2,Cre02.g103750,,,v5.5
Cre02.g103770.t1.2,Cre02.g103770,,,v5.5
Cre02.g103784.t1.2,Cre02.g103784,,,v5.5
Cre02.g103800.t1.1,Cre02.g103800,,,v5.5
Cre02.g103900.t1.1,Cre02.g103900,,,v5.5
Cre02.g103950.t1.2,Cre02.g103950,FAP100,,v5.5
Cre02.g104000.t1.2,Cre02.g104000,,,v5.5
Cre02.g104050.t1.2,Cre02.g104050,,,v5.5
Cre02.g104100.t1.2,Cre02.g104100,,,v5.5
Cre02.g104126.t1.1,Cre02.g104126,,,v5.5
Cre02.g104150.t1.1,Cre02.g104150,,,v5.5
Cre02.g104201.t1.1,Cre02.g104201,,,v5.5
Cre02.g104250.t1.1,Cre02.g104250,,,v5.5
Cre02.g104300.t1.1,Cre02.g104300,,,v5.5
Cre02.g104350.t1.2,Cre02.g104350,,,v5.5
Cre02.g104350.t2.1,Cre02.g104350,,,v5.5
Cre02.g104400.t1.1,Cre02.g104400,,,v5.5
Cre02.g104450.t1.1,Cre02.g104450,,,v5.5
Cre02.g104450.t2.1,Cre02.g104450,,,v5.5
Cre02.g104500.t1.1,Cre02.g104500,CDJ4,,v5.5
Cre02.g104550.t1.2,Cre02.g104550,,,v5.5
Cre02.g104600.t1.2,Cre02.g104600,,,v5.5
Cre02.g104650.t1.1,Cre02.g104650,,,v5.5
Cre02.g104650.t2.1,Cre02.g104650,,,v5.5
Cre02.g104700.t1.2,Cre02.g104700,,,v5.5
Cre02.g104725.t1.1,Cre02.g104725,,,v5.5
Cre02.g104800.t1.1,Cre02.g104800,,,v5.5
Cre02.g104900.t1.2,Cre02.g104900,FAP204,,v5.5
Cre02.g104950.t1.1,Cre02.g104950,,,v5.5
Cre02.g104951.t1.2,Cre02.g104951,,,v5.5
Cre02.g105000.t1.1,Cre02.g105000,,,v5.5
Cre02.g105026.t1.1,Cre02.g105026,,,v5.5
Cre02.g105050.t1.1,Cre02.g105050,,,v5.5
Cre02.g105100.t1.2,Cre02.g105100,,,v5.5
Cre02.g105150.t1.1,Cre02.g105150,,Creinhardtii POLYAMINSYN3-PWY,v5.5
Cre02.g105150.t1.1,Cre02.g105150,,Creinhardtii PWY-43,v5.5
Cre02.g105200.t1.2,Cre02.g105200,,,v5.5
Cre02.g105250.t1.1,Cre02.g105250,,,v5.5
Cre02.g105287.t1.2,Cre02.g105287,,,v5.5
Cre02.g105300.t1.1,Cre02.g105300,FAP231,,v5.5
Cre02.g105350.t1.2,Cre02.g105350,,,v5.5
Cre02.g105400.t1.1,Cre02.g105400,CDC14,,v5.5
Cre02.g105450.t1.1,Cre02.g105450,CGL141,,v5.5
Cre02.g105500.t1.2,Cre02.g105500,,Creinhardtii GLUTORN-PWY,v5.5
Cre02.g105500.t1.2,Cre02.g105500,,Creinhardtii ARGSYN-PWY,v5.5
Cre02.g105550.t1.1,Cre02.g105550,,,v5.5
Cre02.g105600.t1.1,Cre02.g105600,,,v5.5
Cre02.g105600.t2.1,Cre02.g105600,,,v5.5
Cre02.g105650.t1.2,Cre02.g105650,,,v5.5
Cre02.g105700.t1.1,Cre02.g105700,,,v5.5
Cre02.g105800.t1.1,Cre02.g105800,,,v5.5
Cre02.g105900.t1.2,Cre02.g105900,,,v5.5
Cre02.g105950.t1.2,Cre02.g105950,FAP174,,v5.5
Cre02.g106000.t1.1,Cre02.g106000,,,v5.5
Cre02.g106050.t1.2,Cre02.g106050,,,v5.5
Cre02.g106100.t1.2,Cre02.g106100,,,v5.5
Cre02.g106150.t1.2,Cre02.g106150,CYN18-1,,v5.5
Cre02.g106200.t1.2,Cre02.g106200,,,v5.5
Cre02.g106250.t1.2,Cre02.g106250,,,v5.5
Cre02.g106300.t1.2,Cre02.g106300,,,v5.5
Cre02.g106350.t1.2,Cre02.g106350,CGL68,,v5.5
Cre02.g106400.t1.1,Cre02.g106400,PDAT1,Creinhardtii TRIGLSYN-PWY,v5.5
Cre02.g106400.t1.1,Cre02.g106400,PDAT1,Creinhardtii PWY-7416,v5.5
Cre02.g106450.t1.1,Cre02.g106450,,,v5.5
Cre02.g106450.t2.1,Cre02.g106450,,,v5.5
Cre02.g106500.t1.2,Cre02.g106500,,,v5.5
Cre02.g106550.t1.2,Cre02.g106550,,,v5.5
Cre02.g106600.t1.2,Cre02.g106600,RPS19,,v5.5
Cre02.g106650.t1.1,Cre02.g106650,,,v5.5
Cre02.g106700.t1.1,Cre02.g106700,OPR4,,v5.5
Cre02.g106750.t1.2,Cre02.g106750,,,v5.5
Cre02.g106850.t1.2,Cre02.g106850,,,v5.5
Cre02.g106900.t1.2,Cre02.g106900,,,v5.5
Cre02.g106950.t1.1,Cre02.g106950,,,v5.5
Cre02.g107000.t1.1,Cre02.g107000,,,v5.5
Cre02.g107050.t1.1,Cre02.g107050,DHC5,,v5.5
Cre02.g107100.t1.1,Cre02.g107100,,,v5.5
Cre02.g107150.t1.1,Cre02.g107150,,,v5.5
Cre02.g107200.t1.1,Cre02.g107200,,,v5.5
Cre02.g107256.t1.1,Cre02.g107256,,,v5.5
Cre02.g107350.t1.1,Cre02.g107350,DHC4,,v5.5
Cre02.g107400.t1.1,Cre02.g107400,,,v5.5
Cre02.g107400.t2.1,Cre02.g107400,,,v5.5
Cre02.g107400.t3.1,Cre02.g107400,,,v5.5
Cre02.g107450.t1.2,Cre02.g107450,,Creinhardtii PWY-5340,v5.5
Cre02.g107450.t1.2,Cre02.g107450,,Creinhardtii PWY-6932,v5.5
Cre02.g107500.t1.2,Cre02.g107500,,,v5.5
Cre02.g107550.t1.2,Cre02.g107550,CVL2,,v5.5
Cre02.g107550.t2.1,Cre02.g107550,CVL2,,v5.5
Cre02.g107600.t1.2,Cre02.g107600,,,v5.5
Cre02.g107650.t1.2,Cre02.g107650,,,v5.5
Cre02.g107700.t1.1,Cre02.g107700,,,v5.5
Cre02.g107750.t1.2,Cre02.g107750,,,v5.5
Cre02.g107800.t1.1,Cre02.g107800,,,v5.5
Cre02.g107850.t1.2,Cre02.g107850,,,v5.5
Cre02.g107900.t1.2,Cre02.g107900,,,v5.5
Cre02.g107950.t1.2,Cre02.g107950,,,v5.5
Cre02.g108000.t1.1,Cre02.g108000,,,v5.5
Cre02.g108000.t2.1,Cre02.g108000,,,v5.5
Cre02.g108050.t1.2,Cre02.g108050,,,v5.5
Cre02.g108100.t1.1,Cre02.g108100,,,v5.5
Cre02.g108150.t1.1,Cre02.g108150,,,v5.5
Cre02.g108200.t1.1,Cre02.g108200,CGL80,,v5.5
Cre02.g108250.t1.1,Cre02.g108250,,,v5.5
Cre02.g108300.t1.1,Cre02.g108300,,,v5.5
Cre02.g108350.t1.2,Cre02.g108350,,,v5.5
Cre02.g108400.t1.2,Cre02.g108400,,,v5.5
Cre02.g108450.t1.2,Cre02.g108450,FAP280,,v5.5
Cre02.g108500.t1.1,Cre02.g108500,,,v5.5
Cre02.g108550.t1.1,Cre02.g108550,,,v5.5
Cre02.g108601.t1.1,Cre02.g108601,,,v5.5
Cre02.g108650.t1.2,Cre02.g108650,,,v5.5
Cre02.g108700.t1.1,Cre02.g108700,,,v5.5
Cre02.g108750.t1.2,Cre02.g108750,,,v5.5
Cre02.g108800.t1.1,Cre02.g108800,DNJ26,,v5.5
Cre02.g108850.t1.2,Cre02.g108850,PRPL17,,v5.5
Cre02.g108900.t1.2,Cre02.g108900,,,v5.5
Cre02.g108950.t1.1,Cre02.g108950,,,v5.5
Cre02.g109000.t1.2,Cre02.g109000,,,v5.5
Cre02.g109000.t2.1,Cre02.g109000,,,v5.5
Cre02.g109050.t1.2,Cre02.g109050,OPR5,,v5.5
Cre02.g109100.t1.1,Cre02.g109100,,,v5.5
Cre02.g109126.t1.1,Cre02.g109126,,,v5.5
Cre02.g109200.t1.1,Cre02.g109200,,,v5.5
Cre02.g109250.t1.1,Cre02.g109250,,,v5.5
Cre02.g109333.t1.1,Cre02.g109333,,,v5.5
Cre02.g109366.t1.1,Cre02.g109366,,,v5.5
Cre02.g109400.t1.2,Cre02.g109400,,,v5.5
Cre02.g109450.t1.1,Cre02.g109450,,,v5.5
Cre02.g109501.t1.1,Cre02.g109501,,,v5.5
Cre02.g109550.t1.2,Cre02.g109550,,Creinhardtii PWY-5097,v5.5
Cre02.g109550.t1.2,Cre02.g109550,,Creinhardtii HOMOSERSYN-PWY,v5.5
Cre02.g109550.t1.2,Cre02.g109550,,Creinhardtii HOMOSERSYN-PWY,v5.5
Cre02.g109550.t1.2,Cre02.g109550,,Creinhardtii THRESYN-PWY,v5.5
Cre02.g109550.t1.2,Cre02.g109550,,Creinhardtii THRESYN-PWY,v5.5
Cre02.g109550.t1.2,Cre02.g109550,,Creinhardtii PWY-3001,v5.5
Cre02.g109550.t1.2,Cre02.g109550,,Creinhardtii PWY-3001,v5.5
Cre02.g109600.t1.2,Cre02.g109600,,Creinhardtii PWY-2301,v5.5
Cre02.g109600.t1.2,Cre02.g109600,,Creinhardtii PWY-6363,v5.5
Cre02.g109600.t1.2,Cre02.g109600,,Creinhardtii PWY-6358,v5.5
Cre02.g109650.t1.1,Cre02.g109650,GSP1,,v5.5
Cre02.g109683.t1.1,Cre02.g109683,,,v5.5
Cre02.g109716.t1.1,Cre02.g109716,,,v5.5
Cre02.g109750.t1.1,Cre02.g109750,,,v5.5
Cre02.g109800.t1.1,Cre02.g109800,CPLD32,,v5.5
Cre02.g109850.t1.1,Cre02.g109850,,,v5.5
Cre02.g109900.t1.2,Cre02.g109900,,,v5.5
Cre02.g110000.t1.1,Cre02.g110000,,,v5.5
Cre02.g110000.t2.1,Cre02.g110000,,,v5.5
Cre02.g110050.t1.1,Cre02.g110050,,,v5.5
Cre02.g110050.t2.1,Cre02.g110050,,,v5.5
Cre02.g110100.t1.1,Cre02.g110100,,,v5.5
Cre02.g110150.t1.2,Cre02.g110150,,,v5.5
Cre02.g110200.t1.1,Cre02.g110200,,,v5.5
Cre02.g110250.t1.1,Cre02.g110250,,,v5.5
Cre02.g110263.t1.1,Cre02.g110263,,,v5.5
Cre02.g110263.t3.1,Cre02.g110263,,,v5.5
Cre02.g110263.t2.1,Cre02.g110263,,,v5.5
Cre02.g110300.t1.2,Cre02.g110300,DNJ25,,v5.5
Cre02.g110350.t1.2,Cre02.g110350,,,v5.5
Cre02.g110400.t1.2,Cre02.g110400,,,v5.5
Cre02.g110450.t1.2,Cre02.g110450,,,v5.5
Cre02.g110500.t1.1,Cre02.g110500,,,v5.5
Cre02.g110550.t1.1,Cre02.g110550,,,v5.5
Cre02.g110600.t1.2,Cre02.g110600,DEG5,,v5.5
Cre02.g110650.t1.2,Cre02.g110650,,,v5.5
Cre02.g110700.t1.1,Cre02.g110700,,,v5.5
Cre02.g110750.t1.2,Cre02.g110750,LHCB7,,v5.5
Cre02.g110800.t1.1,Cre02.g110800,,,v5.5
Cre02.g110843.t1.2,Cre02.g110843,,,v5.5
Cre02.g110850.t1.2,Cre02.g110850,,,v5.5
Cre02.g110900.t1.1,Cre02.g110900,,,v5.5
Cre02.g110950.t1.1,Cre02.g110950,DIC5,,v5.5
Cre02.g111000.t1.2,Cre02.g111000,CGL9,,v5.5
Cre02.g111014.t1.1,Cre02.g111014,,,v5.5
Cre02.g111050.t1.1,Cre02.g111050,,,v5.5
Cre02.g111108.t1.2,Cre02.g111108,,,v5.5
Cre02.g111150.t1.1,Cre02.g111150,,,v5.5
Cre02.g111200.t1.1,Cre02.g111200,,,v5.5
