transcript_id,gene_id,gene_symbol,pathway_id,annotation_version
Cre13.g588453.t1.1,Cre13.g588453,,,v5.5
Cre13.g588501.t1.1,Cre13.g588501,,,v5.5
Cre13.g588550.t1.2,Cre13.g588550,,,v5.5
Cre13.g588600.t1.1,Cre13.g588600,,,v5.5
Cre13.g588626.t1.1,Cre13.g588626,,,v5.5
Cre13.g588650.t1.2,Cre13.g588650,,,v5.5
Cre13.g588700.t1.1,Cre13.g588700,,,v5.5
Cre13.g588750.t1.1,Cre13.g588750,,,v5.5
Cre13.g588800.t1.2,Cre13.g588800,,,v5.5
Cre13.g588850.t1.2,Cre13.g588850,,,v5.5
Cre13.g588900.t1.1,Cre13.g588900,WEX,,v5.5
Cre13.g588950.t1.2,Cre13.g588950,,,v5.5
Cre13.g588959.t1.2,Cre13.g588959,,,v5.5
Cre13.g589000.t1.2,Cre13.g589000,,,v5.5
Cre13.g589050.t1.2,Cre13.g589050,,,v5.5
Cre13.g589100.t1.2,Cre13.g589100,,,v5.5
Cre13.g589150.t1.1,Cre13.g589150,,,v5.5
Cre13.g589167.t1.2,Cre13.g589167,,,v5.5
Cre13.g589200.t1.1,Cre13.g589200,,,v5.5
Cre13.g589250.t1.2,Cre13.g589250,,,v5.5
Cre13.g589300.t1.2,Cre13.g589300,,,v5.5
Cre13.g589350.t1.2,Cre13.g589350,,,v5.5
Cre13.g589400.t1.1,Cre13.g589400,,,v5.5
Cre13.g589450.t1.2,Cre13.g589450,,,v5.5
Cre13.g589500.t1.1,Cre13.g589500,,,v5.5
Cre13.g589550.t2.1,Cre13.g589550,,,v5.5
Cre13.g589600.t1.2,Cre13.g589600,,,v5.5
Cre13.g589650.t1.2,Cre13.g589650,,,v5.5
Cre13.g589700.t1.2,Cre13.g589700,,,v5.5
Cre13.g589750.t1.1,Cre13.g589750,,,v5.5
Cre13.g589800.t1.2,Cre13.g589800,,,v5.5
Cre13.g589870.t1.1,Cre13.g589870,,,v5.5
Cre13.g589940.t1.1,Cre13.g589940,,,v5.5
Cre13.g590010.t1.1,Cre13.g590010,,Creinhardtii LIPAS-PWY,v5.5
Cre13.g590010.t1.1,Cre13.g590010,,Creinhardtii LIPAS-PWY,v5.5
Cre13.g590010.t1.1,Cre13.g590010,,Creinhardtii PWY-7424,v5.5
Cre13.g590010.t2.1,Cre13.g590010,,Creinhardtii LIPAS-PWY,v5.5
Cre13.g590010.t2.1,Cre13.g590010,,Creinhardtii LIPAS-PWY,v5.5
Cre13.g590010.t2.1,Cre13.g590010,,Creinhardtii PWY-7424,v5.5
Cre13.g590150.t1.1,Cre13.g590150,,,v5.5
Cre13.g590200.t1.1,Cre13.g590200,,,v5.5
Cre13.g590225.t1.1,Cre13.g590225,,,v5.5
Cre13.g590225.t2.1,Cre13.g590225,,,v5.5
Cre13.g590251.t1.1,Cre13.g590251,,,v5.5
Cre13.g590300.t1.1,Cre13.g590300,,Creinhardtii PWY-7196,v5.5
Cre13.g590300.t1.1,Cre13.g590300,,Creinhardtii PWY-7193,v5.5
Cre13.g590350.t1.2,Cre13.g590350,,,v5.5
Cre13.g590400.t1.1,Cre13.g590400,,,v5.5
Cre13.g590500.t1.1,Cre13.g590500,FAD6,,v5.5
Cre13.g590550.t1.1,Cre13.g590550,,Creinhardtii COA-PWY,v5.5
Cre13.g590600.t1.1,Cre13.g590600,,,v5.5
Cre13.g590600.t2.1,Cre13.g590600,,,v5.5
Cre13.g590600.t3.1,Cre13.g590600,,,v5.5
Cre13.g590600.t4.1,Cre13.g590600,,,v5.5
Cre13.g590600.t5.1,Cre13.g590600,,,v5.5
Cre13.g590850.t1.2,Cre13.g590850,,,v5.5
Cre13.g591050.t1.2,Cre13.g591050,,,v5.5
Cre13.g591073.t1.2,Cre13.g591073,,,v5.5
Cre13.g602450.t1.2,Cre13.g602450,,,v5.5
Cre13.g602600.t1.2,Cre13.g602600,,,v5.5
Cre13.g603400.t1.1,Cre13.g603400,,,v5.5
Cre13.g603650.t1.2,Cre13.g603650,,,v5.5
Cre13.g603700.t1.2,Cre13.g603700,,,v5.5
Cre13.g603900.t1.2,Cre13.g603900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre13.g604150.t1.2,Cre13.g604150,,,v5.5
Cre13.g604300.t1.2,Cre13.g604300,,,v5.5
Cre13.g604800.t1.2,Cre13.g604800,,,v5.5
Cre13.g604950.t1.1,Cre13.g604950,,,v5.5
Cre13.g604950.t3.1,Cre13.g604950,,,v5.5
Cre13.g605200.t2.1,Cre13.g605200,,,v5.5
Cre13.g605250.t1.1,Cre13.g605250,,,v5.5
Cre13.g605300.t1.1,Cre13.g605300,,,v5.5
Cre13.g605350.t1.1,Cre13.g605350,,,v5.5
Cre13.g605350.t2.1,Cre13.g605350,,,v5.5
Cre13.g605368.t1.1,Cre13.g605368,,,v5.5
Cre13.g605386.t1.1,Cre13.g605386,,,v5.5
Cre13.g605386.t2.1,Cre13.g605386,,,v5.5
Cre13.g605386.t3.1,Cre13.g605386,,,v5.5
Cre13.g605386.t4.1,Cre13.g605386,,,v5.5
Cre13.g605404.t1.1,Cre13.g605404,,,v5.5
Cre13.g605500.t1.1,Cre13.g605500,,,v5.5
Cre13.g605550.t1.1,Cre13.g605550,,,v5.5
Cre13.g605600.t1.1,Cre13.g605600,,,v5.5
Cre13.g605600.t2.1,Cre13.g605600,,,v5.5
Cre13.g605650.t1.2,Cre13.g605650,,,v5.5
Cre13.g605700.t1.2,Cre13.g605700,,,v5.5
Cre13.g605750.t1.2,Cre13.g605750,,,v5.5
Cre13.g605800.t1.1,Cre13.g605800,,,v5.5
Cre13.g605850.t1.1,Cre13.g605850,,,v5.5
Cre13.g605900.t1.1,Cre13.g605900,,,v5.5
Cre13.g606000.t1.2,Cre13.g606000,EFG7,,v5.5
Cre13.g606050.t1.2,Cre13.g606050,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre13.g606101.t1.1,Cre13.g606101,,,v5.5
Cre13.g606150.t1.1,Cre13.g606150,,,v5.5
Cre13.g606200.t1.1,Cre13.g606200,,,v5.5
Cre13.g606200.t2.1,Cre13.g606200,,,v5.5
Cre13.g606250.t1.1,Cre13.g606250,CYG41,,v5.5
Cre13.g606300.t1.1,Cre13.g606300,,,v5.5
Cre13.g606300.t2.1,Cre13.g606300,,,v5.5
Cre13.g606350.t1.1,Cre13.g606350,,,v5.5
Cre13.g606350.t2.1,Cre13.g606350,,,v5.5
Cre13.g606450.t1.2,Cre13.g606450,,,v5.5
Cre13.g606500.t1.2,Cre13.g606500,,,v5.5
Cre13.g606550.t1.1,Cre13.g606550,,,v5.5
Cre13.g606600.t1.1,Cre13.g606600,,,v5.5
Cre13.g606652.t1.1,Cre13.g606652,,,v5.5
Cre13.g606700.t1.1,Cre13.g606700,,,v5.5
Cre13.g606750.t1.1,Cre13.g606750,,,v5.5
Cre13.g606800.t1.2,Cre13.g606800,,,v5.5
Cre13.g606850.t1.2,Cre13.g606850,,,v5.5
Cre13.g606900.t1.2,Cre13.g606900,,,v5.5
Cre13.g606962.t1.1,Cre13.g606962,,,v5.5
Cre13.g606962.t2.1,Cre13.g606962,,,v5.5
Cre13.g606974.t1.1,Cre13.g606974,,,v5.5
Cre13.g607000.t1.2,Cre13.g607000,,Creinhardtii PWY0-1546,v5.5
Cre13.g607050.t1.2,Cre13.g607050,,Creinhardtii PWY-5350,v5.5
Cre13.g607100.t1.2,Cre13.g607100,CYG6,,v5.5
Cre17.g712450.t1.1,Cre17.g712450,,,v5.5
Cre13.g607150.t1.1,Cre13.g607150,CYG57,,v5.5
Cre13.g607200.t1.1,Cre13.g607200,CYG42,,v5.5
Cre13.g607250.t1.1,Cre13.g607250,,,v5.5
Cre13.g607300.t1.2,Cre13.g607300,,,v5.5
Cre13.g607350.t1.2,Cre13.g607350,,Creinhardtii PWYQT-4429,v5.5
Cre13.g607350.t1.2,Cre13.g607350,,Creinhardtii PWY-7115,v5.5
Cre13.g607350.t1.2,Cre13.g607350,,Creinhardtii PWY-7117,v5.5
Cre13.g607350.t1.2,Cre13.g607350,,Creinhardtii PWY-241,v5.5
Cre13.g607400.t1.1,Cre13.g607400,,,v5.5
Cre13.g607450.t1.1,Cre13.g607450,,,v5.5
Cre13.g607500.t1.2,Cre13.g607500,,,v5.5
Cre13.g607550.t1.2,Cre13.g607550,,,v5.5
Cre13.g607600.t1.1,Cre13.g607600,RIBFL1,Creinhardtii RIBOSYN2-PWY,v5.5
Cre13.g607650.t1.1,Cre13.g607650,,,v5.5
Cre13.g607700.t1.2,Cre13.g607700,,,v5.5
Cre13.g607750.t1.2,Cre13.g607750,DRC2,,v5.5
Cre13.g607800.t1.1,Cre13.g607800,,,v5.5
Cre13.g607850.t1.2,Cre13.g607850,,,v5.5
Cre13.g607850.t2.1,Cre13.g607850,,,v5.5
Cre13.g607900.t1.1,Cre13.g607900,CPLD68,,v5.5
Cre13.g607950.t1.2,Cre13.g607950,SELK1,,v5.5
Cre13.g608000.t1.2,Cre13.g608000,CPLD52,,v5.5
Cre14.g608050.t1.1,Cre14.g608050,,,v5.5
Cre14.g608100.t2.1,Cre14.g608100,,,v5.5
Cre14.g608100.t1.1,Cre14.g608100,,,v5.5
Cre14.g608150.t1.1,Cre14.g608150,,,v5.5
Cre14.g608200.t1.1,Cre14.g608200,,,v5.5
Cre14.g608275.t1.1,Cre14.g608275,,,v5.5
Cre14.g608300.t1.2,Cre14.g608300,,,v5.5
Cre14.g608400.t1.2,Cre14.g608400,,,v5.5
Cre14.g608452.t1.1,Cre14.g608452,,,v5.5
Cre14.g608500.t1.1,Cre14.g608500,,,v5.5
Cre14.g608550.t1.2,Cre14.g608550,,,v5.5
Cre14.g608600.t1.2,Cre14.g608600,,,v5.5
Cre14.g608700.t1.2,Cre14.g608700,,,v5.5
Cre14.g608750.t1.2,Cre14.g608750,,,v5.5
Cre14.g608788.t1.2,Cre14.g608788,,,v5.5
Cre14.g608800.t1.2,Cre14.g608800,,,v5.5
Cre14.g608850.t1.2,Cre14.g608850,,,v5.5
Cre14.g608950.t1.2,Cre14.g608950,,,v5.5
Cre14.g608970.t1.1,Cre14.g608970,,,v5.5
Cre14.g609010.t1.1,Cre14.g609010,,,v5.5
Cre14.g609030.t1.1,Cre14.g609030,,,v5.5
Cre14.g609150.t1.1,Cre14.g609150,,,v5.5
Cre14.g609202.t1.1,Cre14.g609202,,,v5.5
Cre14.g609250.t1.1,Cre14.g609250,,,v5.5
Cre14.g609300.t1.2,Cre14.g609300,,,v5.5
Cre14.g609350.t1.1,Cre14.g609350,,,v5.5
Cre14.g609400.t1.1,Cre14.g609400,,,v5.5
Cre14.g609450.t1.2,Cre14.g609450,,,v5.5
Cre14.g609500.t1.1,Cre14.g609500,,,v5.5
Cre14.g609551.t1.1,Cre14.g609551,,,v5.5
Cre14.g609600.t1.1,Cre14.g609600,,,v5.5
Cre14.g609650.t1.2,Cre14.g609650,,,v5.5
Cre14.g609700.t1.1,Cre14.g609700,,,v5.5
Cre14.g609750.t1.1,Cre14.g609750,,,v5.5
Cre14.g609800.t1.2,Cre14.g609800,,,v5.5
Cre14.g609850.t1.2,Cre14.g609850,,,v5.5
Cre14.g609900.t1.1,Cre14.g609900,,,v5.5
Cre14.g609926.t1.1,Cre14.g609926,,,v5.5
Cre14.g609950.t1.2,Cre14.g609950,,,v5.5
Cre14.g610050.t1.2,Cre14.g610050,,,v5.5
Cre14.g610100.t1.1,Cre14.g610100,,,v5.5
Cre14.g610150.t1.2,Cre14.g610150,,,v5.5
Cre14.g610200.t1.1,Cre14.g610200,,,v5.5
Cre14.g610300.t1.2,Cre14.g610300,,,v5.5
Cre14.g610351.t1.1,Cre14.g610351,,,v5.5
Cre14.g610400.t1.2,Cre14.g610400,,,v5.5
Cre14.g610450.t1.2,Cre14.g610450,,,v5.5
Cre14.g610501.t1.1,Cre14.g610501,,,v5.5
Cre14.g610550.t1.1,Cre14.g610550,,,v5.5
Cre14.g610566.t1.1,Cre14.g610566,,,v5.5
Cre14.g610566.t2.1,Cre14.g610566,,,v5.5
Cre14.g610582.t1.1,Cre14.g610582,,,v5.5
Cre14.g610599.t1.1,Cre14.g610599,,,v5.5
Cre14.g610615.t1.1,Cre14.g610615,,,v5.5
Cre14.g610631.t1.1,Cre14.g610631,,,v5.5
Cre14.g610647.t1.1,Cre14.g610647,,,v5.5
Cre14.g610663.t1.1,Cre14.g610663,,,v5.5
Cre14.g610700.t1.1,Cre14.g610700,,,v5.5
Cre14.g610750.t1.1,Cre14.g610750,,,v5.5
Cre14.g610801.t1.1,Cre14.g610801,,,v5.5
Cre14.g610850.t1.1,Cre14.g610850,,,v5.5
Cre14.g610900.t1.1,Cre14.g610900,,,v5.5
Cre14.g610950.t1.2,Cre14.g610950,,,v5.5
Cre14.g611000.t1.1,Cre14.g611000,,,v5.5
Cre14.g611051.t1.1,Cre14.g611051,,,v5.5
Cre14.g611100.t1.2,Cre14.g611100,,,v5.5
Cre14.g611100.t2.1,Cre14.g611100,,,v5.5
Cre14.g611150.t1.2,Cre14.g611150,,,v5.5
Cre14.g611200.t1.2,Cre14.g611200,,,v5.5
Cre14.g611250.t1.2,Cre14.g611250,,,v5.5
Cre14.g611300.t1.1,Cre14.g611300,,,v5.5
Cre14.g611350.t1.1,Cre14.g611350,,,v5.5
Cre14.g611400.t1.2,Cre14.g611400,,,v5.5
Cre14.g611450.t1.1,Cre14.g611450,PLAP7,,v5.5
Cre14.g611484.t1.1,Cre14.g611484,,,v5.5
Cre14.g611484.t2.1,Cre14.g611484,,,v5.5
Cre14.g611484.t3.1,Cre14.g611484,,,v5.5
Cre14.g611517.t1.1,Cre14.g611517,,,v5.5
Cre14.g611552.t1.1,Cre14.g611552,,Creinhardtii LIPAS-PWY,v5.5
Cre14.g611650.t1.1,Cre14.g611650,,,v5.5
Cre14.g611700.t1.1,Cre14.g611700,PLAP8,,v5.5
Cre17.g712500.t1.1,Cre17.g712500,,,v5.5
Cre14.g611750.t1.1,Cre14.g611750,,,v5.5
Cre14.g611800.t1.2,Cre14.g611800,,,v5.5
Cre14.g611850.t1.2,Cre14.g611850,,,v5.5
Cre14.g611900.t2.1,Cre14.g611900,,,v5.5
Cre14.g611900.t1.2,Cre14.g611900,,,v5.5
Cre14.g611950.t1.1,Cre14.g611950,,,v5.5
Cre14.g612000.t1.2,Cre14.g612000,,,v5.5
Cre14.g612100.t1.1,Cre14.g612100,,,v5.5
Cre17.g712550.t1.2,Cre17.g712550,,,v5.5
Cre14.g612150.t1.1,Cre14.g612150,,,v5.5
Cre14.g612200.t1.1,Cre14.g612200,CYG16,,v5.5
Cre14.g612200.t2.1,Cre14.g612200,CYG16,,v5.5
Cre14.g612250.t1.2,Cre14.g612250,,,v5.5
Cre14.g612300.t1.2,Cre14.g612300,,,v5.5
Cre14.g612300.t2.1,Cre14.g612300,,,v5.5
Cre14.g612350.t1.1,Cre14.g612350,,,v5.5
Cre14.g612400.t1.1,Cre14.g612400,,,v5.5
Cre14.g612400.t2.1,Cre14.g612400,,,v5.5
Cre14.g612400.t3.1,Cre14.g612400,,,v5.5
Cre14.g612450.t1.2,Cre14.g612450,PRPL15,,v5.5
Cre14.g612500.t1.2,Cre14.g612500,,,v5.5
Cre14.g612633.t1.1,Cre14.g612633,,,v5.5
Cre14.g612700.t1.2,Cre14.g612700,DRC7,,v5.5
Cre14.g612750.t1.1,Cre14.g612750,FAP197,,v5.5
Cre14.g612800.t1.2,Cre14.g612800,,,v5.5
Cre14.g612850.t1.1,Cre14.g612850,,,v5.5
Cre14.g612950.t1.1,Cre14.g612950,CYG17,,v5.5
Cre14.g613000.t1.1,Cre14.g613000,,,v5.5
Cre14.g613050.t1.1,Cre14.g613050,,,v5.5
Cre14.g613050.t2.1,Cre14.g613050,,,v5.5
Cre14.g613075.t1.1,Cre14.g613075,,,v5.5
Cre14.g613100.t1.1,Cre14.g613100,,,v5.5
Cre14.g613134.t1.2,Cre14.g613134,,,v5.5
Cre14.g613150.t1.1,Cre14.g613150,,,v5.5
Cre14.g613200.t1.1,Cre14.g613200,,,v5.5
Cre14.g613250.t1.1,Cre14.g613250,,,v5.5
Cre14.g613300.t1.2,Cre14.g613300,,,v5.5
Cre14.g613350.t1.1,Cre14.g613350,,,v5.5
Cre14.g613400.t1.2,Cre14.g613400,,,v5.5
Cre14.g613426.t1.1,Cre14.g613426,,,v5.5
Cre14.g613450.t1.2,Cre14.g613450,CGL87,,v5.5
Cre14.g613501.t1.1,Cre14.g613501,,,v5.5
Cre14.g613550.t1.2,Cre14.g613550,FAP203,,v5.5
Cre14.g613600.t1.2,Cre14.g613600,,,v5.5
Cre14.g613600.t2.1,Cre14.g613600,,,v5.5
Cre14.g613652.t1.1,Cre14.g613652,,,v5.5
Cre14.g613700.t1.1,Cre14.g613700,,,v5.5
Cre14.g613800.t1.1,Cre14.g613800,,,v5.5
Cre14.g613850.t1.1,Cre14.g613850,,,v5.5
Cre14.g613900.t1.2,Cre14.g613900,,,v5.5
Cre14.g613950.t1.2,Cre14.g613950,,,v5.5
Cre14.g613950.t2.1,Cre14.g613950,,,v5.5
Cre14.g614000.t1.1,Cre14.g614000,CGL17,,v5.5
Cre14.g614050.t1.1,Cre14.g614050,,,v5.5
Cre14.g614076.t1.1,Cre14.g614076,,,v5.5
Cre14.g614100.t1.2,Cre14.g614100,,,v5.5
Cre17.g712600.t1.2,Cre17.g712600,,,v5.5
Cre14.g614151.t1.1,Cre14.g614151,,,v5.5
Cre14.g614200.t1.2,Cre14.g614200,,,v5.5
Cre14.g614250.t1.2,Cre14.g614250,,,v5.5
Cre14.g614300.t1.2,Cre14.g614300,,Creinhardtii PWY-7228,v5.5
Cre14.g614300.t1.2,Cre14.g614300,,Creinhardtii PWY-841,v5.5
Cre14.g614300.t1.2,Cre14.g614300,,Creinhardtii PWY-5695,v5.5
Cre14.g614300.t1.2,Cre14.g614300,,Creinhardtii PWY-7221,v5.5
Cre14.g614350.t1.2,Cre14.g614350,,,v5.5
Cre14.g614400.t1.1,Cre14.g614400,,,v5.5
Cre14.g614450.t1.1,Cre14.g614450,,,v5.5
Cre14.g614500.t1.1,Cre14.g614500,,,v5.5
Cre14.g614550.t1.1,Cre14.g614550,MDB1,,v5.5
Cre14.g614600.t1.2,Cre14.g614600,,,v5.5
Cre14.g614667.t1.2,Cre14.g614667,,,v5.5
Cre14.g614750.t1.1,Cre14.g614750,,,v5.5
Cre14.g614850.t1.1,Cre14.g614850,FAP33,,v5.5
Cre14.g614900.t1.2,Cre14.g614900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre14.g614900.t1.2,Cre14.g614900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre14.g614900.t2.1,Cre14.g614900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre14.g614900.t2.1,Cre14.g614900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre14.g614950.t1.2,Cre14.g614950,,,v5.5
Cre14.g615000.t1.1,Cre14.g615000,,,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY66-389,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-6958,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-7606,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-7606,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-5353,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-6433,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-6433,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-6433,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-5080,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-7619,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-6598,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-7036,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-7036,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-7036,v5.5
Cre14.g615050.t1.2,Cre14.g615050,,Creinhardtii PWY-7036,v5.5
Cre14.g615100.t1.2,Cre14.g615100,,,v5.5
Cre14.g615150.t1.1,Cre14.g615150,,,v5.5
Cre14.g615200.t1.1,Cre14.g615200,,,v5.5
Cre14.g615224.t1.2,Cre14.g615224,,,v5.5
Cre14.g615224.t2.1,Cre14.g615224,,,v5.5
Cre14.g615224.t3.1,Cre14.g615224,,,v5.5
Cre14.g615250.t2.1,Cre14.g615250,,,v5.5
Cre14.g615250.t1.1,Cre14.g615250,,,v5.5
Cre14.g615300.t1.2,Cre14.g615300,,,v5.5
Cre14.g615350.t1.2,Cre14.g615350,,,v5.5
Cre14.g615400.t1.2,Cre14.g615400,THB1,,v5.5
Cre14.g615450.t1.2,Cre14.g615450,,,v5.5
Cre14.g615500.t1.1,Cre14.g615500,,Creinhardtii PWY0-1587,v5.5
Cre14.g615550.t1.1,Cre14.g615550,,Creinhardtii LIPAS-PWY,v5.5
Cre14.g615600.t1.2,Cre14.g615600,,,v5.5
Cre14.g615634.t1.2,Cre14.g615634,,,v5.5
Cre14.g615650.t1.2,Cre14.g615650,,,v5.5
Cre17.g712742.t1.2,Cre17.g712742,,,v5.5
Cre14.g615700.t1.1,Cre14.g615700,,,v5.5
Cre14.g615750.t1.1,Cre14.g615750,,,v5.5
Cre14.g615776.t1.1,Cre14.g615776,,,v5.5
Cre14.g615800.t1.2,Cre14.g615800,,,v5.5
Cre14.g615850.t1.1,Cre14.g615850,,,v5.5
Cre14.g615850.t2.1,Cre14.g615850,,,v5.5
Cre14.g615900.t1.1,Cre14.g615900,,,v5.5
Cre14.g615950.t1.1,Cre14.g615950,,,v5.5
Cre14.g616000.t1.1,Cre14.g616000,,,v5.5
Cre14.g616050.t1.1,Cre14.g616050,,,v5.5
Cre14.g616100.t1.1,Cre14.g616100,FKB53,,v5.5
Cre14.g616200.t1.2,Cre14.g616200,,,v5.5
Cre14.g616250.t1.2,Cre14.g616250,CPL9,,v5.5
Cre14.g616301.t1.1,Cre14.g616301,,,v5.5
Cre14.g616350.t1.2,Cre14.g616350,,,v5.5
Cre14.g616400.t1.2,Cre14.g616400,,,v5.5
Cre14.g616450.t1.1,Cre14.g616450,CYG46,,v5.5
Cre14.g616501.t1.1,Cre14.g616501,,,v5.5
Cre14.g616550.t1.1,Cre14.g616550,CYG50,,v5.5
Cre14.g616589.t1.2,Cre14.g616589,,,v5.5
Cre14.g616600.t1.2,Cre14.g616600,,,v5.5
Cre14.g616650.t1.2,Cre14.g616650,,,v5.5
Cre14.g616700.t1.1,Cre14.g616700,,Creinhardtii PWY-5886,v5.5
Cre14.g616750.t1.1,Cre14.g616750,PEX5,,v5.5
Cre14.g616800.t1.2,Cre14.g616800,,,v5.5
Cre14.g616850.t1.1,Cre14.g616850,,,v5.5
Cre14.g616900.t1.2,Cre14.g616900,SULP2,,v5.5
Cre14.g616950.t1.1,Cre14.g616950,,,v5.5
Cre14.g616976.t1.1,Cre14.g616976,,,v5.5
Cre14.g617002.t1.1,Cre14.g617002,,,v5.5
Cre14.g617050.t1.1,Cre14.g617050,,,v5.5
Cre14.g617150.t1.1,Cre14.g617150,,,v5.5
Cre17.g712771.t1.1,Cre17.g712771,,,v5.5
Cre14.g617151.t1.2,Cre14.g617151,,,v5.5
Cre14.g617200.t1.1,Cre14.g617200,,,v5.5
Cre14.g617250.t1.2,Cre14.g617250,FAP282,,v5.5
Cre14.g617300.t1.2,Cre14.g617300,,,v5.5
Cre14.g617350.t1.1,Cre14.g617350,,,v5.5
Cre14.g617450.t1.2,Cre14.g617450,HSP22E,,v5.5
Cre14.g617500.t1.2,Cre14.g617500,RSP14,,v5.5
Cre14.g617600.t1.2,Cre14.g617600,DEG9,,v5.5
Cre14.g617650.t1.1,Cre14.g617650,,,v5.5
Cre14.g617700.t1.1,Cre14.g617700,,,v5.5
Cre14.g617750.t1.1,Cre14.g617750,,,v5.5
Cre14.g617800.t1.1,Cre14.g617800,,,v5.5
Cre14.g617826.t1.1,Cre14.g617826,,,v5.5
Cre14.g617850.t1.1,Cre14.g617850,,,v5.5
Cre14.g617900.t1.2,Cre14.g617900,RPL35,,v5.5
Cre14.g617950.t1.1,Cre14.g617950,,,v5.5
Cre14.g618000.t1.2,Cre14.g618000,,,v5.5
Cre14.g618050.t1.2,Cre14.g618050,PLAP3,,v5.5
Cre14.g618100.t1.1,Cre14.g618100,,,v5.5
Cre14.g618150.t1.2,Cre14.g618150,,,v5.5
Cre14.g618200.t1.1,Cre14.g618200,,,v5.5
Cre14.g618250.t1.1,Cre14.g618250,,,v5.5
Cre14.g618300.t1.1,Cre14.g618300,,,v5.5
Cre14.g618400.t1.2,Cre14.g618400,,,v5.5
Cre14.g618450.t1.2,Cre14.g618450,,,v5.5
Cre14.g618500.t1.1,Cre14.g618500,,,v5.5
Cre14.g618550.t1.2,Cre14.g618550,,,v5.5
Cre14.g618600.t1.2,Cre14.g618600,,,v5.5
Cre14.g618600.t2.1,Cre14.g618600,,,v5.5
Cre14.g618600.t3.1,Cre14.g618600,,,v5.5
Cre14.g618621.t1.1,Cre14.g618621,,,v5.5
Cre14.g618641.t1.1,Cre14.g618641,,,v5.5
Cre14.g618650.t1.2,Cre14.g618650,,,v5.5
Cre14.g618700.t1.1,Cre14.g618700,,,v5.5
Cre17.g712800.t1.1,Cre17.g712800,,,v5.5
Cre17.g712850.t1.1,Cre17.g712850,,,v5.5
Cre14.g618750.t1.1,Cre14.g618750,FAP246,,v5.5
Cre14.g618800.t1.1,Cre14.g618800,,,v5.5
Cre14.g618820.t1.2,Cre14.g618820,,,v5.5
Cre14.g618860.t1.1,Cre14.g618860,,,v5.5
Cre14.g618900.t1.2,Cre14.g618900,,,v5.5
Cre14.g618926.t1.1,Cre14.g618926,,,v5.5
Cre14.g618950.t1.2,Cre14.g618950,,,v5.5
Cre14.g619000.t1.2,Cre14.g619000,,,v5.5
Cre14.g619050.t1.2,Cre14.g619050,,,v5.5
Cre14.g619100.t1.2,Cre14.g619100,CLPR1,,v5.5
Cre14.g619133.t1.1,Cre14.g619133,,Creinhardtii PWY-5464,v5.5
Cre14.g619133.t1.1,Cre14.g619133,,Creinhardtii PWY-561,v5.5
Cre14.g619133.t1.1,Cre14.g619133,,Creinhardtii PWY-7279,v5.5
Cre14.g619133.t1.1,Cre14.g619133,,Creinhardtii PWY-4302,v5.5
Cre14.g619133.t1.1,Cre14.g619133,,Creinhardtii PWY-3781,v5.5
Cre14.g619133.t1.1,Cre14.g619133,,Creinhardtii PWY-5690,v5.5
Cre14.g619166.t1.1,Cre14.g619166,,,v5.5
Cre14.g619200.t1.2,Cre14.g619200,,,v5.5
Cre14.g619250.t1.2,Cre14.g619250,,,v5.5
Cre14.g619250.t2.1,Cre14.g619250,,,v5.5
Cre14.g619300.t1.1,Cre14.g619300,CYN16,,v5.5
Cre14.g619350.t1.2,Cre14.g619350,,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre14.g619350.t1.2,Cre14.g619350,,Creinhardtii PWY-621,v5.5
Cre14.g619350.t1.2,Cre14.g619350,,Creinhardtii PWY-7238,v5.5
Cre14.g619400.t1.2,Cre14.g619400,,,v5.5
Cre14.g619450.t1.2,Cre14.g619450,,,v5.5
Cre14.g619500.t1.1,Cre14.g619500,,,v5.5
Cre14.g619550.t1.2,Cre14.g619550,,,v5.5
Cre14.g619550.t2.1,Cre14.g619550,,,v5.5
Cre17.g712900.t1.1,Cre17.g712900,,,v5.5
