transcript_identifier,gene_id,gene_symbol,pathway_id,annotation_version
Cre06.g273500.t1.2,Cre06.g273500,,Creinhardtii PWY-7210,v5.5
Cre06.g273500.t1.2,Cre06.g273500,,Creinhardtii PWY-7211,v5.5
Cre06.g273500.t1.2,Cre06.g273500,,Creinhardtii PWY-7211,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-6545,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-6545,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7177,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7177,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7177,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7177,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7184,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7184,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7185,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7185,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7185,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7185,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7210,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7210,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7210,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7210,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7211,v5.5
Cre06.g273500.t2.1,Cre06.g273500,,Creinhardtii PWY-7211,v5.5
Cre06.g273650.t1.2,Cre06.g273650,,Creinhardtii PWY-321,v5.5
Cre06.g273650.t1.2,Cre06.g273650,,Creinhardtii PWY-321,v5.5
Cre06.g273650.t1.2,Cre06.g273650,,Creinhardtii PWY-6917,v5.5
Cre06.g275050.t1.1,Cre06.g275050,,Creinhardtii PWY-2161B,v5.5
Cre06.g275050.t1.1,Cre06.g275050,,Creinhardtii PWY-6842,v5.5
Cre06.g276700.t1.2,Cre06.g276700,,Creinhardtii PWY-5692,v5.5
Cre06.g277700.t1.1,Cre06.g277700,,Creinhardtii PWY-6129,v5.5
Cre06.g278086.t1.1,Cre06.g278086,,Creinhardtii PWY0-1535,v5.5
Cre06.g278086.t1.1,Cre06.g278086,,Creinhardtii PWY-6196,v5.5
Cre06.g278093.t1.1,Cre06.g278093,,Creinhardtii PWY-5980,v5.5
Cre06.g278094.t1.1,Cre06.g278094,,Creinhardtii PWY-5980,v5.5
Cre06.g278098.t1.1,Cre06.g278098,,Creinhardtii LEU-DEG2-PWY,v5.5
Cre06.g278101.t1.1,Cre06.g278101,,Creinhardtii PWY0-1535,v5.5
Cre06.g278101.t1.1,Cre06.g278101,,Creinhardtii PWY-6196,v5.5
Cre06.g278101.t1.1,Cre06.g278101,,Creinhardtii PWY-6196,v5.5
Cre06.g278163.t1.1,Cre06.g278163,,Creinhardtii ARGSYNBSUB-PWY,v5.5
Cre06.g278163.t1.1,Cre06.g278163,,Creinhardtii ARGSYN-PWY,v5.5
Cre06.g278163.t1.1,Cre06.g278163,,Creinhardtii GLUTORN-PWY,v5.5
Cre06.g278185.t1.1,Cre06.g278185,,Creinhardtii PWY-4821,v5.5
Cre06.g278185.t1.1,Cre06.g278185,,Creinhardtii PWY-7346,v5.5
Cre06.g278202.t1.1,Cre06.g278202,,Creinhardtii PWY-2301,v5.5
Cre06.g278202.t1.1,Cre06.g278202,,Creinhardtii PWY-6358,v5.5
Cre06.g278202.t1.1,Cre06.g278202,,Creinhardtii PWY-6363,v5.5
Cre06.g278202.t1.1,Cre06.g278202,,Creinhardtii PWY-882,v5.5
Cre06.g278210.t1.1,Cre06.g278210,,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre06.g278210.t1.1,Cre06.g278210,,Creinhardtii PWY-622,v5.5
Cre06.g278210.t1.1,Cre06.g278210,,Creinhardtii PWY66-422,v5.5
Cre06.g278210.t1.1,Cre06.g278210,,Creinhardtii PWY-7238,v5.5
Cre06.g278210.t1.1,Cre06.g278210,,Creinhardtii PWY-7343,v5.5
Cre06.g278210.t1.1,Cre06.g278210,,Creinhardtii SUCSYN-PWY,v5.5
Cre06.g278215.t1.1,Cre06.g278215,,Creinhardtii PWY-7574,v5.5
Cre06.g278215.t1.1,Cre06.g278215,,Creinhardtii VALDEG-PWY,v5.5
Cre06.g278220.t1.1,Cre06.g278220,,Creinhardtii PWY-5980,v5.5
Cre06.g278227.t1.1,Cre06.g278227,,Creinhardtii PWY-5464,v5.5
Cre06.g278227.t1.1,Cre06.g278227,,Creinhardtii PYRUVDEHYD-PWY,v5.5
Cre06.g278249.t1.1,Cre06.g278249,,Creinhardtii PWY-5097,v5.5
Cre06.g278263.t1.1,Cre06.g278263,,Creinhardtii PWY-5835,v5.5
Cre06.g278263.t1.1,Cre06.g278263,,Creinhardtii PWY-6801,v5.5
Cre06.g278263.t1.1,Cre06.g278263,,Creinhardtii PWY-6801,v5.5
Cre06.g278350.t1.1,Cre06.g278350,,Creinhardtii PWY-3461,v5.5
Cre06.g278350.t1.1,Cre06.g278350,,Creinhardtii PWY-3481,v5.5
Cre06.g279150.t1.2,Cre06.g279150,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre06.g280950.t1.2,Cre06.g280950,PYK2,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre06.g280950.t1.2,Cre06.g280950,PYK2,Creinhardtii PWY-1042,v5.5
Cre06.g280950.t1.2,Cre06.g280950,PYK2,Creinhardtii PWY-5464,v5.5
Cre06.g280950.t1.2,Cre06.g280950,PYK2,Creinhardtii PWY-5723,v5.5
Cre06.g282000.t1.1,Cre06.g282000,STA3,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre06.g282000.t1.1,Cre06.g282000,STA3,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre06.g282000.t1.1,Cre06.g282000,STA3,Creinhardtii PWY-622,v5.5
Cre06.g282000.t1.1,Cre06.g282000,STA3,Creinhardtii PWY-622,v5.5
Cre06.g282000.t2.1,Cre06.g282000,STA3,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre06.g282000.t2.1,Cre06.g282000,STA3,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre06.g282000.t2.1,Cre06.g282000,STA3,Creinhardtii PWY-622,v5.5
Cre06.g282000.t2.1,Cre06.g282000,STA3,Creinhardtii PWY-622,v5.5
Cre06.g282150.t1.1,Cre06.g282150,,Creinhardtii PWY-6823,v5.5
Cre06.g282800.t1.2,Cre06.g282800,ICL1,Creinhardtii GLYOXYLATE-BYPASS,v5.5
Cre06.g282800.t1.2,Cre06.g282800,ICL1,Creinhardtii PWY-561,v5.5
Cre06.g283400.t1.2,Cre06.g283400,CGL101,Creinhardtii PWY-7238,v5.5
Cre06.g283400.t1.2,Cre06.g283400,CGL101,Creinhardtii SUCSYN-PWY,v5.5
Cre06.g283750.t1.2,Cre06.g283750,,Creinhardtii PWY-1581,v5.5
Cre06.g284700.t1.2,Cre06.g284700,,Creinhardtii ALACAT2-PWY,v5.5
Cre06.g284700.t1.2,Cre06.g284700,,Creinhardtii ALANINE-DEG3-PWY,v5.5
Cre06.g284700.t1.2,Cre06.g284700,,Creinhardtii ALANINE-SYN2-PWY,v5.5
Cre06.g284700.t1.2,Cre06.g284700,,Creinhardtii PWY-7115,v5.5
Cre06.g284700.t1.2,Cre06.g284700,,Creinhardtii PWY-7115,v5.5
Cre06.g284700.t1.2,Cre06.g284700,,Creinhardtii PWY-7117,v5.5
Cre06.g284700.t1.2,Cre06.g284700,,Creinhardtii PWY-7117,v5.5
Cre06.g285150.t1.2,Cre06.g285150,APX2,Creinhardtii PWY-2261,v5.5
Cre06.g285150.t1.2,Cre06.g285150,APX2,Creinhardtii PWY-6959,v5.5
Cre06.g286850.t1.1,Cre06.g286850,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre06.g287000.t1.2,Cre06.g287000,,Creinhardtii PWY-321,v5.5
Cre06.g287000.t1.2,Cre06.g287000,,Creinhardtii PWY-321,v5.5
Cre06.g287000.t1.2,Cre06.g287000,,Creinhardtii PWY-6917,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY0-1319,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY4FS-7,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY4FS-8,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-5353,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-5353,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-5667,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6433,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6433,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6433,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6433,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6433,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6433,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6803,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6958,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-6958,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-7409,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-7411,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-7416,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii PWY-7417,v5.5
Cre06.g289800.t1.2,Cre06.g289800,,Creinhardtii TRIGLSYN-PWY,v5.5
Cre06.g289850.t1.1,Cre06.g289850,SBE1,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre06.g289850.t1.1,Cre06.g289850,SBE1,Creinhardtii PWY-622,v5.5
Cre06.g289850.t1.1,Cre06.g289850,SBE1,Creinhardtii PWY-622,v5.5
Cre06.g291600.t1.1,Cre06.g291600,,Creinhardtii PWY-3385,v5.5
Cre06.g291600.t1.1,Cre06.g291600,,Creinhardtii PWY-3385,v5.5
Cre06.g291600.t1.1,Cre06.g291600,,Creinhardtii PWY4FS-6,v5.5
Cre06.g291600.t1.1,Cre06.g291600,,Creinhardtii PWY4FS-6,v5.5
Cre06.g291600.t2.1,Cre06.g291600,,Creinhardtii PWY-3385,v5.5
Cre06.g291600.t2.1,Cre06.g291600,,Creinhardtii PWY-3385,v5.5
Cre06.g291600.t2.1,Cre06.g291600,,Creinhardtii PWY4FS-6,v5.5
Cre06.g291600.t2.1,Cre06.g291600,,Creinhardtii PWY4FS-6,v5.5
Cre06.g291800.t1.2,Cre06.g291800,,Creinhardtii PWY-5871,v5.5
Cre06.g291800.t1.2,Cre06.g291800,,Creinhardtii PWY-5872,v5.5
Cre06.g293582.t1.1,Cre06.g293582,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre06.g293950.t1.2,Cre06.g293950,,Creinhardtii GLYSYN-PWY,v5.5
Cre06.g293950.t1.2,Cre06.g293950,,Creinhardtii PWY-2161,v5.5
Cre06.g293950.t1.2,Cre06.g293950,,Creinhardtii PWY-3841,v5.5
Cre06.g293950.t1.2,Cre06.g293950,,Creinhardtii SER-GLYSYN-PWY,v5.5
Cre06.g294450.t1.1,Cre06.g294450,,Creinhardtii PWY-7204,v5.5
Cre06.g294650.t1.2,Cre06.g294650,,Creinhardtii GLYSYN-ALA-PWY,v5.5
Cre06.g294750.t1.2,Cre06.g294750,CHLG,Creinhardtii PWY-5064,v5.5
Cre06.g294750.t1.2,Cre06.g294750,CHLG,Creinhardtii PWY-5086,v5.5
Cre06.g295250.t1.1,Cre06.g295250,,Creinhardtii TRIGLSYN-PWY,v5.5
Cre06.g296250.t1.1,Cre06.g296250,SYK1,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre06.g296400.t1.2,Cre06.g296400,,Creinhardtii LEU-DEG2-PWY,v5.5
Cre01.g049500.t1.2,Cre01.g049500,COX2B,Creinhardtii PWY-3781,v5.5
Cre01.g049500.t1.2,Cre01.g049500,COX2B,Creinhardtii PWY-7279,v5.5
Cre01.g040050.t1.1,Cre01.g040050,,Creinhardtii PWY-6908,v5.5
Cre01.g035500.t1.2,Cre01.g035500,,Creinhardtii PWY-6352,v5.5
Cre01.g035350.t1.2,Cre01.g035350,,Creinhardtii PWY66-389,v5.5
Cre01.g035300.t1.2,Cre01.g035300,,Creinhardtii POLYAMINSYN3-PWY,v5.5
Cre01.g035300.t1.2,Cre01.g035300,,Creinhardtii PWY-43,v5.5
Cre01.g034400.t1.1,Cre01.g034400,,Creinhardtii OXIDATIVEPENT-PWY,v5.5
Cre01.g034400.t1.1,Cre01.g034400,,Creinhardtii PENTOSE-P-PWY,v5.5
Cre01.g029300.t1.2,Cre01.g029300,TPIC1,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre01.g029300.t1.2,Cre01.g029300,TPIC1,Creinhardtii CALVIN-PWY,v5.5
Cre01.g029300.t1.2,Cre01.g029300,TPIC1,Creinhardtii GLUCONEO-PWY,v5.5
Cre01.g029300.t1.2,Cre01.g029300,TPIC1,Creinhardtii PWY-1042,v5.5
Cre01.g029300.t1.2,Cre01.g029300,TPIC1,Creinhardtii PWY-5464,v5.5
Cre01.g029300.t1.2,Cre01.g029300,TPIC1,Creinhardtii PWY66-399,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY0-1296,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY0-1296,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY0-1296,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY0-1296,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY-5695,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY-6608,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY-6609,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY-6609,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY-6756,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY-7179,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY-7179,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii PWY-7179,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii SALVADEHYPOX-PWY,v5.5
Cre08.g363300.t1.2,Cre08.g363300,,Creinhardtii SALVPURINE2-PWY,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-5080,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-5353,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-6433,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-6433,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-6433,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-6598,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-6958,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-7036,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-7036,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-7036,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-7036,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-7606,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-7606,v5.5
Cre08.g363500.t1.2,Cre08.g363500,,Creinhardtii PWY-7619,v5.5
Cre08.g363874.t1.1,Cre08.g363874,,Creinhardtii PWY-6724,v5.5
Cre08.g363874.t1.1,Cre08.g363874,,Creinhardtii PWY-6724,v5.5
Cre08.g363874.t2.1,Cre08.g363874,,Creinhardtii PWY-6724,v5.5
Cre08.g363874.t2.1,Cre08.g363874,,Creinhardtii PWY-6724,v5.5
Cre08.g364650.t1.1,Cre08.g364650,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre08.g364650.t1.1,Cre08.g364650,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre08.g364800.t1.2,Cre08.g364800,,Creinhardtii PWY-6121,v5.5
Cre08.g364800.t1.2,Cre08.g364800,,Creinhardtii PWY-841,v5.5
Cre08.g365600.t1.2,Cre08.g365600,,Creinhardtii PWY-6890,v5.5
Cre08.g365600.t1.2,Cre08.g365600,,Creinhardtii PWY-6908,v5.5
Cre08.g365600.t1.2,Cre08.g365600,,Creinhardtii PWY-6910,v5.5
Cre08.g365600.t1.2,Cre08.g365600,,Creinhardtii PWY-6910,v5.5
Cre08.g365851.t1.1,Cre08.g365851,,Creinhardtii PWY-7101,v5.5
Cre08.g365950.t1.2,Cre08.g365950,,Creinhardtii TRIGLSYN-PWY,v5.5
Cre08.g367600.t1.2,Cre08.g367600,OASTL1,Creinhardtii CYSTSYN-PWY,v5.5
Cre08.g367600.t1.2,Cre08.g367600,OASTL1,Creinhardtii PWY-6936,v5.5
Cre08.g367800.t1.2,Cre08.g367800,,Creinhardtii PWY-5381,v5.5
Cre08.g368400.t1.2,Cre08.g368400,NTR1,Creinhardtii THIOREDOX-PWY,v5.5
Cre08.g368900.t1.2,Cre08.g368900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre08.g368900.t1.2,Cre08.g368900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre08.g368900.t2.1,Cre08.g368900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre08.g368900.t2.1,Cre08.g368900,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre08.g368950.t1.2,Cre08.g368950,DQS1,Creinhardtii ARO-PWY,v5.5
Cre08.g368950.t1.2,Cre08.g368950,DQS1,Creinhardtii PWY-6164,v5.5
Cre08.g369800.t1.2,Cre08.g369800,DHS2,Creinhardtii PWY-5905,v5.5
Cre08.g369800.t1.2,Cre08.g369800,DHS2,Creinhardtii PWY-5905,v5.5
Cre08.g369800.t1.2,Cre08.g369800,DHS2,Creinhardtii PWY-5905,v5.5
Cre08.g369800.t1.2,Cre08.g369800,DHS2,Creinhardtii PWY-5905,v5.5
Cre08.g370650.t1.2,Cre08.g370650,,Creinhardtii OXIDATIVEPENT-PWY,v5.5
Cre08.g370650.t1.2,Cre08.g370650,,Creinhardtii PENTOSE-P-PWY,v5.5
Cre08.g373050.t1.1,Cre08.g373050,,Creinhardtii PWY-4381,v5.5
Cre08.g373100.t1.1,Cre08.g373100,CYP97C3,Creinhardtii PWY-5947,v5.5
Cre08.g375500.t1.2,Cre08.g375500,,Creinhardtii UDPNACETYLGALSYN-PWY,v5.5
Cre08.g377100.t1.2,Cre08.g377100,,Creinhardtii PWY-7219,v5.5
Cre08.g377100.t1.2,Cre08.g377100,,Creinhardtii PWY-7229,v5.5
Cre08.g377100.t1.2,Cre08.g377100,,Creinhardtii PWY-841,v5.5
Cre08.g377300.t1.1,Cre08.g377300,,Creinhardtii TRIGLSYN-PWY,v5.5
Cre08.g377350.t1.1,Cre08.g377350,,Creinhardtii PWY-7221,v5.5
Cre08.g377350.t1.1,Cre08.g377350,,Creinhardtii PWY-7228,v5.5
Cre08.g377350.t1.1,Cre08.g377350,,Creinhardtii PWY-841,v5.5
Cre08.g378150.t1.1,Cre08.g378150,GLD2,Creinhardtii OXIDATIVEPENT-PWY,v5.5
Cre08.g378150.t1.1,Cre08.g378150,GLD2,Creinhardtii PENTOSE-P-PWY,v5.5
Cre08.g378200.t1.2,Cre08.g378200,,Creinhardtii PLPSAL-PWY,v5.5
Cre08.g378200.t1.2,Cre08.g378200,,Creinhardtii PLPSAL-PWY,v5.5
Cre08.g378200.t1.2,Cre08.g378200,,Creinhardtii PWY-6938,v5.5
Cre08.g378200.t1.2,Cre08.g378200,,Creinhardtii PWY-7204,v5.5
Cre08.g378850.t1.2,Cre08.g378850,,Creinhardtii PWY0-662,v5.5
Cre08.g378900.t1.2,Cre08.g378900,NUO3,Creinhardtii PWY-3781,v5.5
Cre08.g378900.t1.2,Cre08.g378900,NUO3,Creinhardtii PWY-4302,v5.5
Cre08.g378900.t1.2,Cre08.g378900,NUO3,Creinhardtii PWY-5083,v5.5
Cre08.g379700.t1.2,Cre08.g379700,,Creinhardtii UDPNACETYLGALSYN-PWY,v5.5
Cre08.g380201.t1.1,Cre08.g380201,,Creinhardtii ARO-PWY,v5.5
Cre08.g380201.t1.1,Cre08.g380201,,Creinhardtii ARO-PWY,v5.5
Cre08.g380201.t1.1,Cre08.g380201,,Creinhardtii PWY-6163,v5.5
Cre08.g380201.t1.1,Cre08.g380201,,Creinhardtii PWY-6163,v5.5
Cre08.g381800.t1.1,Cre08.g381800,,Creinhardtii PWY-5123,v5.5
Cre08.g382560.t1.1,Cre08.g382560,,Creinhardtii PWY-5980,v5.5
Cre08.g384850.t1.1,Cre08.g384850,,Creinhardtii PWY-5480,v5.5
Cre08.g384850.t1.1,Cre08.g384850,,Creinhardtii PWY-5486,v5.5
Cre08.g384850.t1.1,Cre08.g384850,,Creinhardtii PWY-6313,v5.5
Cre08.g384850.t1.1,Cre08.g384850,,Creinhardtii PWY-6333,v5.5
Cre08.g384850.t1.1,Cre08.g384850,,Creinhardtii PWY66-21,v5.5
Cre08.g384850.t1.1,Cre08.g384850,,Creinhardtii PWY66-389,v5.5
Cre08.g384850.t1.1,Cre08.g384850,,Creinhardtii PWY-6802,v5.5
Cre08.g385400.t2.1,Cre08.g385400,,Creinhardtii ASPARAGINE-DEG1-PWY,v5.5
Cre08.g385400.t2.1,Cre08.g385400,,Creinhardtii ASPARAGINE-DEG1-PWY,v5.5
Cre09.g386758.t1.1,Cre09.g386758,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre09.g386758.t1.1,Cre09.g386758,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre09.g386758.t1.1,Cre09.g386758,,Creinhardtii ILEUSYN-PWY,v5.5
Cre09.g386758.t1.1,Cre09.g386758,,Creinhardtii PWY-3001,v5.5
Cre09.g386758.t1.1,Cre09.g386758,,Creinhardtii VALSYN-PWY,v5.5
Cre09.g386912.t1.1,Cre09.g386912,,Creinhardtii TRIGLSYN-PWY,v5.5
Cre09.g387726.t1.1,Cre09.g387726,,Creinhardtii ASPARTATE-DEG1-PWY,v5.5
Cre09.g387726.t1.1,Cre09.g387726,,Creinhardtii ASPARTATESYN-PWY,v5.5
Cre09.g387726.t1.1,Cre09.g387726,,Creinhardtii PWY-3001,v5.5
Cre09.g387726.t1.1,Cre09.g387726,,Creinhardtii PWY-7115,v5.5
Cre09.g387726.t1.1,Cre09.g387726,,Creinhardtii PWY-7115,v5.5
Cre09.g387726.t1.1,Cre09.g387726,,Creinhardtii PWY-7117,v5.5
Cre09.g387726.t1.1,Cre09.g387726,,Creinhardtii PWY-7117,v5.5
Cre09.g387726.t1.1,Cre09.g387726,,Creinhardtii THRESYN-PWY,v5.5
Cre09.g387763.t1.1,Cre09.g387763,,Creinhardtii PWY0-1319,v5.5
Cre09.g387763.t1.1,Cre09.g387763,,Creinhardtii PWY4FS-7,v5.5
Cre09.g387763.t1.1,Cre09.g387763,,Creinhardtii PWY4FS-8,v5.5
Cre09.g387763.t1.1,Cre09.g387763,,Creinhardtii PWY-5667,v5.5
Cre09.g389089.t1.2,Cre09.g389089,,Creinhardtii PWY-5963,v5.5
Cre09.g389250.t1.2,Cre09.g389250,,Creinhardtii PWY-6441,v5.5
Cre09.g389250.t1.2,Cre09.g389250,,Creinhardtii PWY-6441,v5.5
Cre09.g389430.t1.1,Cre09.g389430,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre09.g389689.t1.1,Cre09.g389689,,Creinhardtii HOMOSERSYN-PWY,v5.5
Cre09.g389689.t1.1,Cre09.g389689,,Creinhardtii PWY-3001,v5.5
Cre09.g389689.t1.1,Cre09.g389689,,Creinhardtii PWY-5097,v5.5
Cre09.g389689.t1.1,Cre09.g389689,,Creinhardtii THRESYN-PWY,v5.5
Cre09.g390541.t1.1,Cre09.g390541,,Creinhardtii LIPAS-PWY,v5.5
Cre09.g390541.t1.1,Cre09.g390541,,Creinhardtii PWY-7420,v5.5
Cre09.g390541.t1.1,Cre09.g390541,,Creinhardtii PWY-7420,v5.5
Cre09.g390615.t1.1,Cre09.g390615,FAP12,Creinhardtii LIPAS-PWY,v5.5
Cre09.g390750.t1.1,Cre09.g390750,,Creinhardtii PWY-5980,v5.5
Cre09.g390986.t1.1,Cre09.g390986,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre09.g391171.t1.1,Cre09.g391171,,Creinhardtii ASPARAGINE-BIOSYNTHESIS,v5.5
Cre09.g391171.t1.1,Cre09.g391171,,Creinhardtii ASPARAGINESYN-PWY,v5.5
Cre09.g391171.t1.1,Cre09.g391171,,Creinhardtii GLUTAMINDEG-PWY,v5.5
Cre09.g391171.t1.1,Cre09.g391171,,Creinhardtii PWY0-1325,v5.5
Cre09.g391171.t1.1,Cre09.g391171,,Creinhardtii PWY0-1325,v5.5
Cre09.g391838.t1.1,Cre09.g391838,,Creinhardtii LIPAS-PWY,v5.5
Cre09.g391986.t1.1,Cre09.g391986,,Creinhardtii LIPASYN-PWY,v5.5
Cre09.g391986.t1.1,Cre09.g391986,,Creinhardtii PWY-6803,v5.5
Cre09.g393400.t1.2,Cre09.g393400,,Creinhardtii PWY-1422,v5.5
Cre09.g393400.t1.2,Cre09.g393400,,Creinhardtii PWY-1422,v5.5
Cre09.g393400.t1.2,Cre09.g393400,,Creinhardtii PWY-7436,v5.5
Cre09.g393400.t1.2,Cre09.g393400,,Creinhardtii PWY-7436,v5.5
Cre09.g393900.t1.2,Cre09.g393900,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre09.g393900.t1.2,Cre09.g393900,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre09.g393900.t2.1,Cre09.g393900,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre09.g393900.t2.1,Cre09.g393900,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre09.g393913.t1.1,Cre09.g393913,,Creinhardtii PWY-6147,v5.5
Cre09.g393913.t1.1,Cre09.g393913,,Creinhardtii PWY-6612,v5.5
Cre09.g394102.t1.1,Cre09.g394102,,Creinhardtii PWY-7221,v5.5
Cre09.g394102.t1.1,Cre09.g394102,,Creinhardtii PWY-7228,v5.5
Cre09.g394102.t1.1,Cre09.g394102,,Creinhardtii PWY-841,v5.5
Cre09.g394550.t1.2,Cre09.g394550,RPPK2,Creinhardtii PWY0-662,v5.5
Cre09.g395950.t1.2,Cre09.g395950,,Creinhardtii PWY-4302,v5.5
Cre09.g396252.t1.1,Cre09.g396252,,Creinhardtii PWY-4081,v5.5
Cre09.g396300.t1.2,Cre09.g396300,PPX1,Creinhardtii CHLOROPHYLL-SYN,v5.5
