transcript_identifier,gene_id,gene_symbol,pathway_id,annotation_version
Cre12.g543350.t3.1,Cre12.g543350,,Creinhardtii PWY66-21,v5.5
Cre12.g543350.t3.1,Cre12.g543350,,Creinhardtii PWY66-389,v5.5
Cre12.g543350.t3.1,Cre12.g543350,,Creinhardtii PWY66-389,v5.5
Cre12.g543350.t3.1,Cre12.g543350,,Creinhardtii PWY66-389,v5.5
Cre12.g543350.t3.1,Cre12.g543350,,Creinhardtii PWY-6802,v5.5
Cre12.g543350.t3.1,Cre12.g543350,,Creinhardtii PWY-6802,v5.5
Cre12.g543350.t3.1,Cre12.g543350,,Creinhardtii PWY-6802,v5.5
Cre12.g543400.t1.2,Cre12.g543400,,Creinhardtii PWY-1801,v5.5
Cre12.g543400.t1.2,Cre12.g543400,,Creinhardtii PWY-5480,v5.5
Cre12.g543400.t1.2,Cre12.g543400,,Creinhardtii PWY-5486,v5.5
Cre12.g543400.t1.2,Cre12.g543400,,Creinhardtii PWY-6313,v5.5
Cre12.g543400.t1.2,Cre12.g543400,,Creinhardtii PWY-6333,v5.5
Cre12.g543400.t1.2,Cre12.g543400,,Creinhardtii PWY66-21,v5.5
Cre12.g543400.t1.2,Cre12.g543400,,Creinhardtii PWY66-389,v5.5
Cre12.g543400.t1.2,Cre12.g543400,,Creinhardtii PWY-6802,v5.5
Cre12.g543900.t1.1,Cre12.g543900,,Creinhardtii PWY-5083,v5.5
Cre12.g543900.t1.1,Cre12.g543900,,Creinhardtii PWY-6348,v5.5
Cre12.g544000.t1.2,Cre12.g544000,RSP5,Creinhardtii PWY-7204,v5.5
Cre12.g545101.t1.1,Cre12.g545101,,Creinhardtii PWY-5695,v5.5
Cre12.g545101.t1.1,Cre12.g545101,,Creinhardtii PWY-6606,v5.5
Cre12.g545101.t1.1,Cre12.g545101,,Creinhardtii PWY-6608,v5.5
Cre12.g545101.t1.1,Cre12.g545101,,Creinhardtii SALVADEHYPOX-PWY,v5.5
Cre12.g545101.t1.1,Cre12.g545101,,Creinhardtii SALVADEHYPOX-PWY,v5.5
Cre12.g547750.t1.2,Cre12.g547750,,Creinhardtii PWY-6281,v5.5
Cre12.g549850.t1.1,Cre12.g549850,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre12.g550200.t1.2,Cre12.g550200,,Creinhardtii PWY-6842,v5.5
Cre12.g550400.t1.2,Cre12.g550400,GRX2,Creinhardtii THIOREDOX-PWY,v5.5
Cre12.g552200.t1.2,Cre12.g552200,STA4,Creinhardtii PWY-7238,v5.5
Cre12.g552850.t1.1,Cre12.g552850,,Creinhardtii GLYCLEAV-PWY,v5.5
Cre12.g552851.t1.1,Cre12.g552851,,Creinhardtii PWY-7437,v5.5
Cre12.g553250.t1.2,Cre12.g553250,PFK2,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre12.g553250.t1.2,Cre12.g553250,PFK2,Creinhardtii PWY-1042,v5.5
Cre12.g553250.t1.2,Cre12.g553250,PFK2,Creinhardtii PWY-5464,v5.5
Cre12.g554250.t1.1,Cre12.g554250,LPB1,Creinhardtii PWY-6527,v5.5
Cre12.g554250.t1.1,Cre12.g554250,LPB1,Creinhardtii PWY-7238,v5.5
Cre12.g554250.t1.1,Cre12.g554250,LPB1,Creinhardtii PWY-7343,v5.5
Cre12.g554250.t1.1,Cre12.g554250,LPB1,Creinhardtii SUCSYN-PWY,v5.5
Cre12.g554800.t1.2,Cre12.g554800,PRK1,Creinhardtii CALVIN-PWY,v5.5
Cre12.g554800.t1.2,Cre12.g554800,PRK1,Creinhardtii PWY-5723,v5.5
Cre12.g555450.t1.2,Cre12.g555450,,Creinhardtii PWY-6365,v5.5
Cre12.g555450.t1.2,Cre12.g555450,,Creinhardtii PWY-6366,v5.5
Cre12.g555450.t1.2,Cre12.g555450,,Creinhardtii PWY-6366,v5.5
Cre12.g555450.t1.2,Cre12.g555450,,Creinhardtii PWY-6554,v5.5
Cre12.g555450.t1.2,Cre12.g555450,,Creinhardtii PWY-6554,v5.5
Cre12.g555803.t1.1,Cre12.g555803,,Creinhardtii PWY-7279,v5.5
Cre12.g555951.t1.1,Cre12.g555951,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre12.g556228.t1.1,Cre12.g556228,,Creinhardtii PWY-7279,v5.5
Cre12.g556600.t1.2,Cre12.g556600,GAPN1,Creinhardtii PWY-1042,v5.5
Cre12.g556600.t1.2,Cre12.g556600,GAPN1,Creinhardtii PWY-5464,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-5080,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-5353,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-6433,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-6433,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-6433,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-6598,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-6958,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-7036,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-7036,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-7036,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-7036,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-7606,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-7606,v5.5
Cre12.g556750.t1.1,Cre12.g556750,,Creinhardtii PWY-7619,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-5080,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-5353,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-6433,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-6433,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-6433,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-6598,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-6958,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-7036,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-7036,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-7036,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-7036,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-7606,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-7606,v5.5
Cre12.g556802.t1.1,Cre12.g556802,,Creinhardtii PWY-7619,v5.5
Cre12.g557600.t1.1,Cre12.g557600,,Creinhardtii PWY-7219,v5.5
Cre12.g557600.t1.1,Cre12.g557600,,Creinhardtii PWY-7229,v5.5
Cre12.g557600.t1.1,Cre12.g557600,,Creinhardtii PWY-841,v5.5
Cre12.g557750.t1.1,Cre12.g557750,DGTT1,Creinhardtii TRIGLSYN-PWY,v5.5
Cre12.g558450.t1.2,Cre12.g558450,,Creinhardtii BSUBPOLYAMSYN-PWY,v5.5
Cre12.g558450.t1.2,Cre12.g558450,,Creinhardtii POLYAMINSYN3-PWY,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY0-162,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-6545,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-6545,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-6545,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7176,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7184,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7184,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7184,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7196,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7196,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7197,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7197,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7200,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7200,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7205,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7208,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7210,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7210,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7211,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7211,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7211,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7211,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7221,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7226,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7227,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7228,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7228,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-7229,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-841,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-841,v5.5
Cre12.g558700.t1.2,Cre12.g558700,FAP67,Creinhardtii PWY-841,v5.5
Cre12.g559350.t1.2,Cre12.g559350,,Creinhardtii PWY-7411,v5.5
Cre12.g559800.t1.2,Cre12.g559800,,Creinhardtii PWY-6842,v5.5
Cre12.g560100.t1.1,Cre12.g560100,,Creinhardtii PWY-5138,v5.5
Cre12.g560200.t1.2,Cre12.g560200,,Creinhardtii UDPNACETYLGALSYN-PWY,v5.5
Cre12.g560600.t1.1,Cre12.g560600,,Creinhardtii PWY-5083,v5.5
Cre12.g560900.t1.2,Cre12.g560900,CPLD35,Creinhardtii PWY-6475,v5.5
Cre12.g560900.t1.2,Cre12.g560900,CPLD35,Creinhardtii PWY-6475,v5.5
Cre12.g561050.t1.1,Cre12.g561050,,Creinhardtii PWY-5980,v5.5
Cre12.g561101.t1.1,Cre12.g561101,,Creinhardtii PWY-5980,v5.5
Cre13.g561850.t1.1,Cre13.g561850,,Creinhardtii PWY-621,v5.5
Cre13.g562501.t1.1,Cre13.g562501,,Creinhardtii PWY-6281,v5.5
Cre13.g563550.t1.1,Cre13.g563550,,Creinhardtii PWY-6368,v5.5
Cre13.g565321.t1.1,Cre13.g565321,,Creinhardtii PWY-6124,v5.5
Cre13.g565321.t1.1,Cre13.g565321,,Creinhardtii PWY-7219,v5.5
Cre13.g565321.t1.1,Cre13.g565321,,Creinhardtii PWY-7229,v5.5
Cre13.g565321.t1.1,Cre13.g565321,,Creinhardtii PWY-841,v5.5
Cre13.g565321.t1.1,Cre13.g565321,,Creinhardtii PWY-841,v5.5
Cre13.g565450.t1.2,Cre13.g565450,,Creinhardtii PWY-6124,v5.5
Cre13.g565450.t1.2,Cre13.g565450,,Creinhardtii PWY-7219,v5.5
Cre13.g565450.t1.2,Cre13.g565450,,Creinhardtii PWY-7229,v5.5
Cre13.g565450.t1.2,Cre13.g565450,,Creinhardtii PWY-841,v5.5
Cre13.g565450.t1.2,Cre13.g565450,,Creinhardtii PWY-841,v5.5
Cre13.g565650.t1.2,Cre13.g565650,,Creinhardtii PWY-6520,v5.5
Cre13.g566000.t1.2,Cre13.g566000,,Creinhardtii PWY-1722,v5.5
Cre13.g566000.t1.2,Cre13.g566000,,Creinhardtii PWY-2161,v5.5
Cre13.g566000.t1.2,Cre13.g566000,,Creinhardtii PWY-3841,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-321,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-321,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-5136,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-5136,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-5143,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-5143,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-561,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-561,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-5885,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-5885,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-6351,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-6351,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-6352,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-6352,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY66-389,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY66-389,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-6803,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-6803,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-7625,v5.5
Cre13.g566650.t1.2,Cre13.g566650,,Creinhardtii PWY-7625,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-321,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-321,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-5136,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-5136,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-5143,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-5143,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-561,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-561,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-5885,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-5885,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-6351,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-6351,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-6352,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-6352,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY66-389,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY66-389,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-6803,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-6803,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-7625,v5.5
Cre13.g566650.t2.1,Cre13.g566650,,Creinhardtii PWY-7625,v5.5
Cre13.g567100.t1.1,Cre13.g567100,,Creinhardtii PWY-882,v5.5
Cre13.g567300.t1.1,Cre13.g567300,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre13.g567300.t1.1,Cre13.g567300,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre13.g567300.t1.1,Cre13.g567300,,Creinhardtii ILEUSYN-PWY,v5.5
Cre13.g567300.t1.1,Cre13.g567300,,Creinhardtii PWY-3001,v5.5
Cre13.g567300.t1.1,Cre13.g567300,,Creinhardtii VALSYN-PWY,v5.5
Cre13.g567600.t1.2,Cre13.g567600,,Creinhardtii PWY-3781,v5.5
Cre13.g567600.t1.2,Cre13.g567600,,Creinhardtii PWY-7279,v5.5
Cre13.g567950.t1.2,Cre13.g567950,STA1,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre13.g567950.t1.2,Cre13.g567950,STA1,Creinhardtii PWY-622,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-6358,v5.5
Cre13.g568600.t1.1,Cre13.g568600,,Creinhardtii PWY-6364,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-6358,v5.5
Cre13.g568600.t2.1,Cre13.g568600,,Creinhardtii PWY-6364,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-4781,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-6358,v5.5
Cre13.g568600.t3.1,Cre13.g568600,,Creinhardtii PWY-6364,v5.5
Cre13.g568950.t1.1,Cre13.g568950,,Creinhardtii PWY-6545,v5.5
Cre13.g568950.t1.1,Cre13.g568950,,Creinhardtii PWY-7184,v5.5
Cre13.g568950.t1.1,Cre13.g568950,,Creinhardtii PWY-7206,v5.5
Cre13.g568950.t1.1,Cre13.g568950,,Creinhardtii PWY-7206,v5.5
Cre13.g568950.t1.1,Cre13.g568950,,Creinhardtii PWY-7211,v5.5
Cre13.g573150.t1.1,Cre13.g573150,,Creinhardtii PWY-5381,v5.5
Cre13.g573150.t1.1,Cre13.g573150,,Creinhardtii PWY-5695,v5.5
Cre13.g573150.t1.1,Cre13.g573150,,Creinhardtii PWY-6606,v5.5
Cre13.g573150.t1.1,Cre13.g573150,,Creinhardtii PWY-6608,v5.5
Cre13.g573150.t1.1,Cre13.g573150,,Creinhardtii PWY-7185,v5.5
Cre13.g573150.t1.1,Cre13.g573150,,Creinhardtii PWY-7185,v5.5
Cre13.g573150.t1.1,Cre13.g573150,,Creinhardtii SALVADEHYPOX-PWY,v5.5
Cre13.g573250.t1.2,Cre13.g573250,,Creinhardtii PWY-5350,v5.5
Cre13.g573800.t1.2,Cre13.g573800,,Creinhardtii PWY-7183,v5.5
Cre13.g573800.t1.2,Cre13.g573800,,Creinhardtii PWY-7193,v5.5
Cre13.g573800.t1.2,Cre13.g573800,,Creinhardtii PWY-7196,v5.5
Cre13.g573800.t1.2,Cre13.g573800,,Creinhardtii PWY-7196,v5.5
Cre13.g573800.t1.2,Cre13.g573800,,Creinhardtii PWY-7208,v5.5
Cre13.g574900.t1.2,Cre13.g574900,FAP228,Creinhardtii PWY-6773,v5.5
Cre13.g575800.t1.2,Cre13.g575800,,Creinhardtii TRPSYN-PWY,v5.5
Cre13.g576150.t1.1,Cre13.g576150,,Creinhardtii ASPARAGINE-DEG1-PWY,v5.5
Cre13.g577450.t1.1,Cre13.g577450,,Creinhardtii PWY-4261,v5.5
Cre13.g577450.t1.1,Cre13.g577450,,Creinhardtii PWY-6118,v5.5
Cre13.g579598.t1.1,Cre13.g579598,,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre13.g579598.t1.1,Cre13.g579598,,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre13.g579598.t1.1,Cre13.g579598,,Creinhardtii PWY-622,v5.5
Cre13.g579598.t1.1,Cre13.g579598,,Creinhardtii PWY-622,v5.5
Cre13.g582476.t1.1,Cre13.g582476,,Creinhardtii PWY-5381,v5.5
Cre13.g583100.t1.1,Cre13.g583100,,Creinhardtii KDOSYN-PWY,v5.5
Cre13.g583100.t1.1,Cre13.g583100,,Creinhardtii KDOSYN-PWY,v5.5
Cre13.g583600.t1.2,Cre13.g583600,DGD1,Creinhardtii PWY-401,v5.5
Cre13.g584200.t1.2,Cre13.g584200,,Creinhardtii THIOREDOX-PWY,v5.5
Cre13.g584850.t1.1,Cre13.g584850,,Creinhardtii PWY-6842,v5.5
Cre13.g585301.t1.1,Cre13.g585301,CPLD55,Creinhardtii PWY-401,v5.5
Cre13.g586000.t1.2,Cre13.g586000,,Creinhardtii PWY-321,v5.5
Cre13.g586000.t1.2,Cre13.g586000,,Creinhardtii PWY-5136,v5.5
Cre13.g586000.t1.2,Cre13.g586000,,Creinhardtii PWY-5143,v5.5
Cre13.g586000.t1.2,Cre13.g586000,,Creinhardtii PWY-561,v5.5
Cre13.g586000.t1.2,Cre13.g586000,,Creinhardtii PWY-5885,v5.5
Cre13.g586000.t1.2,Cre13.g586000,,Creinhardtii PWY66-389,v5.5
Cre13.g586000.t1.2,Cre13.g586000,,Creinhardtii PWY-6803,v5.5
Cre13.g586250.t1.2,Cre13.g586250,,Creinhardtii COA-PWY,v5.5
Cre13.g586400.t1.2,Cre13.g586400,,Creinhardtii PWY-6787,v5.5
Cre13.g586400.t1.2,Cre13.g586400,,Creinhardtii PWY-6787,v5.5
Cre13.g586400.t1.2,Cre13.g586400,,Creinhardtii PWY-6787,v5.5
Cre13.g586400.t1.2,Cre13.g586400,,Creinhardtii PWY-6787,v5.5
Cre13.g587500.t1.1,Cre13.g587500,,Creinhardtii PWY-6475,v5.5
