candidate_gene,fold_difference,gene_id,gene_name,p_value,source
False,1.07,Cre07.g341600,CGE1a,0.8290000000000001,Hemme_2014
False,1.64,Cre07.g341600,CGE1a,0.0661,Hemme_2014
False,1.07,Cre07.g341600,CGE1b,0.8290000000000001,Hemme_2014
False,1.7,Cre07.g341600,CGE1b,0.0771,Hemme_2014
False,1.2,Cre16.g692700,Cre16.g692700,0.4,Hemme_2014
False,1.2,Cre16.g692700,PDI3,0.138,Hemme_2014
False,0.76,Cre18.g749500,Cre18.g749500,1.37e-08,Hemme_2014
False,0.76,Cre18.g749500,RPL28,1.37e-08,Hemme_2014
False,1.9351119398988401,Cre01.g002850,,,Blaby_2013
False,1.9351119398988401,Cre01.g002850,,,Blaby_2013
False,0.611276893320814,Cre01.g002850,,,Blaby_2013
False,1.84774249792404,Cre01.g002850,,,Blaby_2013
False,1.84774249792404,Cre01.g002850,,,Blaby_2013
False,0.522172720227646,Cre01.g002850,,,Blaby_2013
True,2.96997579886639,Cre01.g002850,,,Blaby_2013
True,2.96997579886639,Cre01.g002850,,,Blaby_2013
False,0.6057704901005689,Cre01.g002850,,,Blaby_2013
False,1.8329792335258999,Cre01.g002850,,,Blaby_2013
False,1.8329792335258999,Cre01.g002850,,,Blaby_2013
False,0.70762691908889,Cre01.g002850,,,Blaby_2013
False,1.4988918036932,Cre01.g002850,,,Blaby_2013
False,1.4988918036932,Cre01.g002850,,,Blaby_2013
False,0.56425725987545,Cre01.g002850,,,Blaby_2013
False,1.16675226344536,Cre01.g002850,,,Blaby_2013
False,1.16675226344536,Cre01.g002850,,,Blaby_2013
False,0.533189252476974,Cre01.g002850,,,Blaby_2013
False,0.9607851082176541,Cre01.g002850,,,Blaby_2013
False,0.9607851082176541,Cre01.g002850,,,Blaby_2013
True,0.420591012611645,Cre01.g002850,,,Blaby_2013
True,0.260479250097445,Cre01.g045750,,,Blaby_2013
True,0.260479250097445,Cre01.g045750,,,Blaby_2013
True,0.18089281432449802,Cre01.g045750,,,Blaby_2013
True,0.18089281432449802,Cre01.g045750,,,Blaby_2013
True,0.0965306304552625,Cre01.g045750,,,Blaby_2013
True,0.0965306304552625,Cre01.g045750,,,Blaby_2013
True,0.166984252319488,Cre01.g045750,,,Blaby_2013
True,0.166984252319488,Cre01.g045750,,,Blaby_2013
True,0.25784679815394396,Cre01.g045750,,,Blaby_2013
True,0.25784679815394396,Cre01.g045750,,,Blaby_2013
True,0.23147243537618697,Cre01.g045750,,,Blaby_2013
True,0.23147243537618697,Cre01.g045750,,,Blaby_2013
True,0.34408055852680297,Cre01.g045750,,,Blaby_2013
True,0.34408055852680297,Cre01.g045750,,,Blaby_2013
False,0.93068103151384,Cre01.g049850,,,Blaby_2013
False,0.93068103151384,Cre01.g049850,,,Blaby_2013
False,1.33582564093291,Cre01.g049850,,,Blaby_2013
False,1.3115649793577702,Cre01.g049850,,,Blaby_2013
False,1.3115649793577702,Cre01.g049850,,,Blaby_2013
False,0.649381757449676,Cre01.g049850,,,Blaby_2013
True,2.50193875248847,Cre01.g049850,,,Blaby_2013
True,2.50193875248847,Cre01.g049850,,,Blaby_2013
False,0.733395986346497,Cre01.g049850,,,Blaby_2013
True,2.20795876807662,Cre01.g049850,,,Blaby_2013
True,2.20795876807662,Cre01.g049850,,,Blaby_2013
True,0.46639879654859995,Cre01.g049850,,,Blaby_2013
False,1.91247959875276,Cre01.g049850,,,Blaby_2013
False,1.91247959875276,Cre01.g049850,,,Blaby_2013
False,0.598737161740958,Cre01.g049850,,,Blaby_2013
False,1.6122642838364198,Cre01.g049850,,,Blaby_2013
False,1.6122642838364198,Cre01.g049850,,,Blaby_2013
False,0.905233857100262,Cre01.g049850,,,Blaby_2013
False,1.55293163301992,Cre01.g049850,,,Blaby_2013
False,1.55293163301992,Cre01.g049850,,,Blaby_2013
True,0.438446050642214,Cre01.g049850,,,Blaby_2013
False,1.01539003591241,Cre01.g051650,,,Blaby_2013
False,1.01539003591241,Cre01.g051650,,,Blaby_2013
True,0.22574630184334601,Cre01.g051650,,,Blaby_2013
True,0.22574630184334601,Cre01.g051650,,,Blaby_2013
True,0.127890495458036,Cre01.g051650,,,Blaby_2013
True,0.127890495458036,Cre01.g051650,,,Blaby_2013
True,0.245756233361196,Cre01.g051650,,,Blaby_2013
True,0.245756233361196,Cre01.g051650,,,Blaby_2013
True,0.270017743405758,Cre01.g051650,,,Blaby_2013
True,0.270017743405758,Cre01.g051650,,,Blaby_2013
True,0.266007661155404,Cre01.g051650,,,Blaby_2013
True,0.266007661155404,Cre01.g051650,,,Blaby_2013
True,0.232273225282406,Cre01.g051650,,,Blaby_2013
True,0.232273225282406,Cre01.g051650,,,Blaby_2013
True,3.3895727914069904,Cre01.g055850,,,Blaby_2013
True,3.3895727914069904,Cre01.g055850,,,Blaby_2013
True,2.78973104513778,Cre01.g055850,,,Blaby_2013
True,2.78973104513778,Cre01.g055850,,,Blaby_2013
True,2.26760023283267,Cre01.g055850,,,Blaby_2013
True,2.26760023283267,Cre01.g055850,,,Blaby_2013
True,2.8516521253227003,Cre01.g055850,,,Blaby_2013
True,2.8516521253227003,Cre01.g055850,,,Blaby_2013
True,2.1963120139771397,Cre01.g055850,,,Blaby_2013
True,2.1963120139771397,Cre01.g055850,,,Blaby_2013
True,2.48291623007568,Cre01.g055850,,,Blaby_2013
True,2.48291623007568,Cre01.g055850,,,Blaby_2013
True,2.01617991855381,Cre01.g055850,,,Blaby_2013
True,2.01617991855381,Cre01.g055850,,,Blaby_2013
True,21.3420775519747,Cre01.g056250,,,Blaby_2013
True,21.3420775519747,Cre01.g056250,,,Blaby_2013
True,8.58399743952517,Cre01.g056250,,,Blaby_2013
True,8.58399743952517,Cre01.g056250,,,Blaby_2013
True,8.11607050501971,Cre01.g056250,,,Blaby_2013
True,8.11607050501971,Cre01.g056250,,,Blaby_2013
True,12.821087695636999,Cre01.g056250,,,Blaby_2013
True,12.821087695636999,Cre01.g056250,,,Blaby_2013
True,8.2628061368675,Cre01.g056250,,,Blaby_2013
True,8.2628061368675,Cre01.g056250,,,Blaby_2013
True,12.993036654231698,Cre01.g056250,,,Blaby_2013
True,12.993036654231698,Cre01.g056250,,,Blaby_2013
True,16.1096126548453,Cre01.g056250,,,Blaby_2013
True,16.1096126548453,Cre01.g056250,,,Blaby_2013
True,0.349617382780127,Cre01.g057100,,,Blaby_2013
True,0.349617382780127,Cre01.g057100,,,Blaby_2013
True,0.147205219168661,Cre01.g057100,,,Blaby_2013
True,0.147205219168661,Cre01.g057100,,,Blaby_2013
True,0.253338608410569,Cre01.g057100,,,Blaby_2013
True,0.253338608410569,Cre01.g057100,,,Blaby_2013
True,0.137328214582906,Cre01.g057100,,,Blaby_2013
True,0.137328214582906,Cre01.g057100,,,Blaby_2013
True,0.12366591446432801,Cre01.g057100,,,Blaby_2013
True,0.12366591446432801,Cre01.g057100,,,Blaby_2013
True,0.150305267333322,Cre01.g057100,,,Blaby_2013
True,0.150305267333322,Cre01.g057100,,,Blaby_2013
True,0.137237138286337,Cre01.g057100,,,Blaby_2013
True,0.137237138286337,Cre01.g057100,,,Blaby_2013
True,2.26347575571637,Cre01.g061600,,,Blaby_2013
True,2.26347575571637,Cre01.g061600,,,Blaby_2013
False,0.6891155824694211,Cre01.g061600,,,Blaby_2013
False,0.6891155824694211,Cre01.g061600,,,Blaby_2013
False,1.03021896285023,Cre01.g061600,,,Blaby_2013
False,1.03021896285023,Cre01.g061600,,,Blaby_2013
False,1.8508571354932999,Cre01.g061600,,,Blaby_2013
False,1.8508571354932999,Cre01.g061600,,,Blaby_2013
True,2.2392159773541604,Cre01.g061600,,,Blaby_2013
True,2.2392159773541604,Cre01.g061600,,,Blaby_2013
True,2.93553228784132,Cre01.g061600,,,Blaby_2013
True,2.93553228784132,Cre01.g061600,,,Blaby_2013
True,3.7099436608803904,Cre01.g061600,,,Blaby_2013
True,3.7099436608803904,Cre01.g061600,,,Blaby_2013
False,0.595929662094899,Cre01.g062758,,,Blaby_2013
False,0.595929662094899,Cre01.g062758,,,Blaby_2013
False,1.23962457379481,Cre01.g062758,,,Blaby_2013
False,1.81160450260681,Cre01.g062758,,,Blaby_2013
False,1.81160450260681,Cre01.g062758,,,Blaby_2013
True,2.93450029553546,Cre01.g062758,,,Blaby_2013
False,0.8780003312647819,Cre01.g062758,,,Blaby_2013
False,0.8780003312647819,Cre01.g062758,,,Blaby_2013
False,1.1499422012301699,Cre01.g062758,,,Blaby_2013
False,0.521576989551104,Cre01.g062758,,,Blaby_2013
False,0.521576989551104,Cre01.g062758,,,Blaby_2013
False,0.503064433852396,Cre01.g062758,,,Blaby_2013
False,0.51334122428895,Cre01.g062758,,,Blaby_2013
False,0.51334122428895,Cre01.g062758,,,Blaby_2013
False,0.6634119442694311,Cre01.g062758,,,Blaby_2013
True,0.454427701007575,Cre01.g062758,,,Blaby_2013
True,0.454427701007575,Cre01.g062758,,,Blaby_2013
