gene_id	gene_name	fold_difference	p_value	candidate_gene
Cre11.g476200.t1	Cre11.g476200	1.28	0.254	FALSE
Cre11.g478100.t1	Cre11.g478100	0.9	0.283	FALSE
Cre11.g478800.t1	Cre11.g478800	0.72	0.203	FALSE
Cre11.g479550.t1	Cre11.g479550	0.94	0.882	FALSE
Cre11.g482500.t1	Cre11.g482500	0.91	0.753	FALSE
Cre12.g483500.t1	Cre12.g483500	0.63	0.473	FALSE
Cre12.g483850.t1	Cre12.g483850	0.86	0.0598	FALSE
Cre12.g487400.t1	Cre12.g487400	1	0.998	FALSE
Cre12.g490950.t1	Cre12.g490950	1.15	0.642	FALSE
Cre12.g492750.t1	Cre12.g492750	0.88	0.797	FALSE
Cre12.g495550.t1	Cre12.g495550	0.7	0.533	FALSE
Cre12.g495650.t1	Cre12.g495650	1.17	0.428	FALSE
Cre12.g499150.t1	Cre12.g499150	1.43	0.649	FALSE
Cre12.g499200.t1	Cre12.g499200	1.43	0.649	FALSE
Cre12.g501150.t1	Cre12.g501150	0.83	0.317	FALSE
Cre12.g502400.t1	Cre12.g502400	2.68	0.335	FALSE
Cre12.g502700.t1	Cre12.g502700	0.88	0.534	FALSE
Cre12.g507150.t1	Cre12.g507150	0.79	0.679	FALSE
Cre12.g508050.t1	Cre12.g508050	0.78	0.431	FALSE
Cre12.g512000.t1	Cre12.g512000	0.85	0.199	FALSE
Cre12.g514600.t1	Cre12.g514600	0.87	0.0207	FALSE
Cre12.g520072.t1	Cre12.g520072	1.17	0.797	FALSE
Cre12.g520300.t1	Cre12.g520300	1.21	0.417	FALSE
Cre12.g525450.t1	Cre12.g525450	0.97	0.983	FALSE
Cre12.g527550.t1	Cre12.g527550	0.96	0.888	FALSE
Cre12.g528000.t1	Cre12.g528000	1	0.952	FALSE
Cre12.g531450.t1	Cre12.g531450	0.91	0.188	FALSE
Cre12.g532100.t1	Cre12.g532100	1	0.96	FALSE
Cre12.g534450.t1	Cre12.g534450	1.21	0.273	FALSE
Cre12.g535150.t1	Cre12.g535150	0.46	0.664	FALSE
Cre12.g535400.t1	Cre12.g535400	0.55	0.168	FALSE
Cre12.g536650.t1	Cre12.g536650	5.39	0.123	FALSE
Cre12.g537000.t1	Cre12.g537000	1.67	0.0153	FALSE
Cre12.g538250.t1	Cre12.g538250	1.2	0.334	FALSE
Cre12.g540050.t1	Cre12.g540050	0.14	0.0092	TRUE
Cre12.g541550.t1	Cre12.g541550	0.68	0.177	FALSE
Cre12.g541700.t1	Cre12.g541700	0.9	0.566	FALSE
Cre12.g548000.t1	Cre12.g548000	1.1	0.785	FALSE
Cre12.g549350.t1	Cre12.g549350	1.54	0.0496	FALSE
Cre12.g551900.t1	Cre12.g551900	0.78	0.00396	FALSE
Cre12.g553100.t1	Cre12.g553100	1.45	0.445	FALSE
Cre12.g554750.t1	Cre12.g554750	0.98	0.81	FALSE
Cre12.g554950.t1	Cre12.g554950	0.47	0.482	FALSE
Cre12.g558600.t1	Cre12.g558600	0.56	0.00267	FALSE
Cre13.g564600.t1	Cre13.g564600	0.82	0.32	FALSE
Cre13.g566550.t1	Cre13.g566550	0.92	0.927	FALSE
Cre13.g577900.t1	Cre13.g577900	0.9	0.053	FALSE
Cre13.g581300.t1	Cre13.g581300	1.29	0.679	FALSE
Cre13.g582450.t1	Cre13.g582450	0.89	0.831	FALSE
Cre13.g588959.t1	Cre13.g588959	0.63	0.813	FALSE
Cre13.g590150.t1	Cre13.g590150	1.16	0.703	FALSE
Cre13.g592950.t1	Cre13.g592950	0.76	0.333	FALSE
Cre13.g598050.t1	Cre13.g598050	0.67	0.111	FALSE
Cre13.g598800.t1	Cre13.g598800	1.02	0.875	FALSE
Cre13.g599950.t1	Cre13.g599950	1.17	0.655	FALSE
Cre13.g601050.t1	Cre13.g601050	1.22	0.66	FALSE
Cre13.g602450.t1	Cre13.g602450	0.87	0.729	FALSE
Cre13.g603500.t1	Cre13.g603500	2.14	5.9e-08	TRUE
Cre13.g603650.t1	Cre13.g603650	2.05	0.336	FALSE
Cre13.g605850.t1	Cre13.g605850	0.53	0.156	FALSE
Cre14.g608200.t1	Cre14.g608200	0.69	0.288	FALSE
Cre14.g611551.t1	Cre14.g611551	1.08	0.621	FALSE
Cre14.g618800.t1	Cre14.g618800	3.28	0.0471	TRUE
Cre14.g619500.t1	Cre14.g619500	0.7	0.387	FALSE
Cre14.g621558.t1	Cre14.g621558	0.58	0.216	FALSE
Cre14.g622900.t1	Cre14.g622900	4.78	0.0121	TRUE
Cre14.g624000.t1	Cre14.g624000	0.66	0.511	FALSE
Cre14.g624850.t1	Cre14.g624850	0.72	0.185	FALSE
Cre14.g629429.t1	Cre14.g629429	1.19	0.223	FALSE
Cre14.g632900.t1	Cre14.g632900	0.91	0.836	FALSE
Cre14.g633250.t1	Cre14.g633250	1.43	0.649	FALSE
Cre14.g633901.t1	Cre14.g633901	1.49	0.761	FALSE
Cre15.g635050.t1	Cre15.g635050	0.7	8.14e-07	FALSE
Cre15.g637250.t1	Cre15.g637250	0.72	0.291	FALSE
Cre15.g637400.t1	Cre15.g637400	0.7	0.225	FALSE
Cre15.g639100.t1	Cre15.g639100	0.97	0.977	FALSE
Cre15.g640000.t1	Cre15.g640000	1.77	0.69	FALSE
Cre15.g641150.t1	Cre15.g641150	0.07	0.121	FALSE
Cre15.g641950.t1	Cre15.g641950	0.36	0.197	FALSE
Cre15.g644000.t1	Cre15.g644000	0.24	3.03e-07	TRUE
Cre15.g646100.t1	Cre15.g646100	1.08	0.396	FALSE
Cre16.g653350.t1	Cre16.g653350	0.69	0.126	FALSE
Cre16.g653976.t1	Cre16.g653976	0.89	0.831	FALSE
Cre16.g656950.t1	Cre16.g656950	2.32	0.152	FALSE
Cre16.g659700.t1	Cre16.g659700	0.7	0.00217	FALSE
Cre16.g660750.t1	Cre16.g660750	0.7	0.00148	FALSE
Cre16.g668300.t1	Cre16.g668300	0.51	0.248	FALSE
Cre16.g668750.t1	Cre16.g668750	0.17	0.0633	FALSE
Cre16.g671950.t1	Cre16.g671950	0.45	0.0783	FALSE
Cre16.g672200.t1	Cre16.g672200	1.23	0.0247	FALSE
Cre16.g672600.t1	Cre16.g672600	0.74	0.0371	FALSE
Cre16.g672700.t1	Cre16.g672700	1.15	0.642	FALSE
Cre16.g682800.t1	Cre16.g682800	0.86	0.284	FALSE
Cre16.g685850.t1	Cre16.g685850	1.61	0.00535	FALSE
Cre16.g686650.t1	Cre16.g686650	1.27	0.736	FALSE
Cre16.g687200.t1	Cre16.g687200	1.61	0.00963	FALSE
Cre16.g687300.t1	Cre16.g687300	1.35	0.000323	FALSE
Cre16.g688050.t1	Cre16.g688050	1.06	0.622	FALSE
Cre16.g691450.t1	Cre16.g691450	1.2	0.203	FALSE
Cre16.g692700.t1	Cre16.g692700	1.2	0.4	FALSE
Cre17.g697100.t1	Cre17.g697100	0.48	1.11e-08	TRUE
Cre17.g697450.t1	Cre17.g697450	1.05	0.352	FALSE
Cre17.g697500.t1	Cre17.g697500	0.53	0.56	FALSE
Cre17.g700200.t1	Cre17.g700200	1.08	0.851	FALSE
Cre17.g700700.t1	Cre17.g700700	0.17	0.18	FALSE
Cre17.g704950.t1	Cre17.g704950	0.95	0.664	FALSE
Cre17.g705900.t1	Cre17.g705900	0.99	0.935	FALSE
Cre17.g706600.t1	Cre17.g706600	1.13	0.765	FALSE
Cre17.g706800.t1	Cre17.g706800	1.63	0.0161	FALSE
Cre17.g707900.t1	Cre17.g707900	1.33	3.91e-07	FALSE
Cre17.g714350.t1	Cre17.g714350	0.66	0.494	FALSE
Cre17.g714700.t1	Cre17.g714700	0.84	0.7	FALSE
Cre17.g715500.t1	Cre17.g715500	1.09	0.591	FALSE
Cre17.g716700.t1	Cre17.g716700	0.82	0.629	FALSE
Cre17.g722750.t1	Cre17.g722750	0.85	0.0889	FALSE
Cre17.g726850.t1	Cre17.g726850	0.37	0.0345	TRUE
Cre17.g728250.t1	Cre17.g728250	0.68	0.497	FALSE
Cre17.g728864.t1	Cre17.g728864	0.86	0.509	FALSE
Cre17.g730455.t1	Cre17.g730455	2.14	0.0333	TRUE
Cre17.g730850.t1	Cre17.g730850	1.15	0.642	FALSE
Cre17.g730900.t1	Cre17.g730900	1.15	0.642	FALSE
Cre17.g731500.t1	Cre17.g731500	0.87	0.633	FALSE
Cre17.g733800.t1	Cre17.g733800	4.05	0.108	FALSE
Cre17.g734550.t1	Cre17.g734550	0.6	0.000153	FALSE
Cre17.g734550.t1	Cre17.g734550	0.6	0.000153	FALSE
Cre17.g735650.t1	Cre17.g735650	0.84	0.608	FALSE
Cre17.g741000.t1	Cre17.g741000	1.11	0.589	FALSE
Cre18.g747700.t1	Cre18.g747700	0.64	0.311	FALSE
Cre18.g750250.t1	Cre18.g750250	1.62	0.121	FALSE
Cre19.g753250.t1	Cre19.g753250	1.03	0.97	FALSE
Cre20.g757900.t1	Cre20.g757900	0.77	0.353	FALSE
Cre20.g759150.t1	Cre20.g759150	0.37	0.157	FALSE
Cre20.g759450.t1	Cre20.g759450	0.82	0.235	FALSE
Cre20.g759700.t1	Cre20.g759700	1.1	0.794	FALSE
Cre22.g763150.t1	Cre22.g763150	0.98	0.922	FALSE
Cre22.g763300.t1	Cre22.g763300	1.96	0.00184	FALSE
Cre22.g764450.t1	Cre22.g764450	0.83	0.673	FALSE
Cre24.g769650.t1	Cre24.g769650	1.92	0.00717	FALSE
Cre26.g773800.t1	Cre26.g773800	1.68	1.82e-06	FALSE
Cre27.g774700.t1	Cre27.g774700	1.1	0.262	FALSE
Cre28.g777437.t1	Cre28.g777437	0.7	0.183	FALSE
Cre32.g781250.t1	Cre32.g781250	0.92	0.887	FALSE
Cre33.g782550.t1	Cre33.g782550	1.42	0.00751	FALSE
Cre34.g783750.t1	Cre34.g783750	0.84	0.0505	FALSE
Cre41.g786500.t1	Cre41.g786500	0.07	0.2	FALSE
Cre41.g787000.t1	Cre41.g787000	0.69	0.00378	FALSE
Cre45.g788300.t1	Cre45.g788300	1.93	0.118	FALSE
Cre60.g792100.t1	Cre60.g792100	1.42	0.632	FALSE
Cre60.g792200.t1	Cre60.g792200	0.47	0.445	FALSE
Cre06.g258850.t1	EZY7	1.02	0.925	FALSE
Cre56.g791300.t1	FAP205	2.59	0.0645	FALSE
Cre11.g477600.t1	FAP221	1.17	0.762	FALSE
Cre02.g122200.t1	FAP76	1.12	0.548	FALSE
Cre10.g432850.t1	FAP77	1.48	0.434	FALSE
Cre12.g492700.t1	FAS1	0.87	0.646	FALSE
Cre13.g596800.t1	FAS7	1.12	0.724	FALSE
Cre07.g347250.t1	FIP37	1.51	0.421	FALSE
Cre45.g788350.t1	GAS31	0.53	0.0211	FALSE
Cre07.g357350.t1	GLB1?/NRP?	1.29	0.0826	FALSE
Cre17.g741850.t1	HNR1	0.89	0.00172	FALSE
Cre02.g129800.t1	LMR1	1.6	2.49e-06	FALSE
Cre09.g416550.t1	MBO2	0.23	0.0761	FALSE
Cre02.g118900.t1	MYG1	0.87	0.516	FALSE
Cre-1.g000035.t1	ORF1995	1.02	0.951	FALSE
Cre-1.g2717035.t1	ORF1995	1.02	0.951	FALSE
Cre-1.g2716962.t1	ORF2971	2.19	0.568	FALSE
Cre-1.g000040.t1	ORF2971	2.19	0.568	FALSE
Cre16.g692700.t1	PDI3	1.2	0.138	FALSE
Cre09.g388400.t1	RAT1	1.47	0.124	FALSE
Cre12.g510450.t1	RPS28	0.89	0.00296	FALSE
Cre01.g020300.t1	SDH4	1.39	0.29	FALSE
Cre16.g662900.t1	SPC12	0.82	0.0536	FALSE
Cre12.g484000.t1	ACX1	1.02	0.87	FALSE
Cre06.g272900.t1	AOF3	0.62	2.24e-07	FALSE
Cre02.g134200.t1	ATM2	0.43	0.414	FALSE
Cre07.g327350.t1	CDPK8	1.05	0.826	FALSE
Cre14.g618000.t1	CEF9	0.64	0.203	FALSE
Cre16.g680500.t1	CNT3	1.16	0.643	FALSE
Cre17.g734900.t1	CPZ7	1.47	0.0202	FALSE
Cre06.g263250.t1	DPC1	0.83	0.316	FALSE
Cre02.g128500.t1	EJC1	1.14	0.506	FALSE
Cre05.g240100.t1	EXN9	0.34	0.713	FALSE
Cre26.g773650.t1	FAL21	0.64	0.514	FALSE
Cre18.g745750.t1	FBC7	1.4	0.195	FALSE
Cre01.g000350.t1	FNR2	1.96	1.06e-08	FALSE
Cre17.g700750.t1	GFY3	0.89	0.576	FALSE
Cre17.g702900.t1	GFY4	1.14	0.375	FALSE
Cre17.g702950.t1	GFY5	2.12	0.00422	TRUE
Cre15.g636750.t1	GST11	5.27	0.00384	TRUE
Cre15.g636800.t1	GST12	2.39	0.00479	TRUE
Cre12.g508850.t1	GST8	1.98	0.0148	FALSE
Cre11.g477800.t1	HDA10	0.64	0.586	FALSE
Cre01.g010050.t1	HGC	1.13	0.837	FALSE
Cre14.g630850.t1	HID1	0.36	0.0053	TRUE
Cre06.g285400.t1	HLP1	1.11	0.211	FALSE
Cre06.g294700.t1	LOX4	2.09	0.518	FALSE
Cre10.g430150.t1	LPA1	1.42	0.0225	FALSE
Cre12.g506600.t1	LPN1	7.67	0.0919	FALSE
Cre09.g391600.t1	MEP1	0.56	0.544	FALSE
Cre05.g236400.t1	NAT13	0.38	0.0267	TRUE
Cre06.g300700.t1	NED11	1.25	0.000647	FALSE
Cre15.g646250.t1	NMR	0.86	0.543	FALSE
Cre03.g185600.t1	OGD3	1.02	0.925	FALSE
Cre23.g766700.t1	OGG1	0.59	0.346	FALSE
Cre02.g091550.t1	PBF2	1.29	0.329	FALSE
Cre09.g405400.t1	PFD1	1.02	0.915	FALSE
Cre06.g293150.t1	PGM12	0.74	0.252	FALSE
Cre17.g705500.t1	PHC	0.83	0.196	FALSE
Cre13.g591900.t1	PLD1	1	0.98	FALSE
Cre02.g098250.t1	PPO3	1.16	0.0113	FALSE
Cre12.g520200.t1	PPO5	1.04	0.831	FALSE
Cre01.g071650.t1	_RTN1:5frag	1.4	0.338	FALSE
Cre10.g454150.t1	SAT3	1.16	0.605	FALSE
Cre16.g666050.t1	SCD1	1.65	0.153	FALSE
Cre14.g633550.t1	SCP2	1.06	0.868	FALSE
Cre06.g267850.t1	SCR2	4.93	0.000963	TRUE
Cre01.g043050.t1	SNG2	2.9	0.261	FALSE
Cre08.g371650.t1	TAT2	1.37	0.0609	FALSE
Cre09.g407600.t1	TEN1	1.21	0.234	FALSE
Cre01.g072200.t1	THI3	0.95	0.258	FALSE
Cre16.g695300.t1	THO1	0.77	0.0264	FALSE
Cre01.g052750.t1	TRP	0.74	0.509	FALSE
Cre07.g352650.t1	UAF5	0.87	0.446	FALSE
Cre13.g600150.t1	UMM12	0.86	0.111	FALSE
Cre07.g329550.t1	VFL5	3.22	0.0183	TRUE
Cre06.g282200.t1	VPS32	0.84	0.742	FALSE
Cre01.g016300.t1	cam3	3.01	0.000418	TRUE
Cre14.g628600.t1	cya13	0.9	0.433	FALSE
Cre03.g192450.t1	cya3	0.62	0.754	FALSE
Cre09.g391050.t1	cya9	3.46	0.248	FALSE
Cre15.g641650.t1	hlm22	0.66	0.481	FALSE
Cre10.g425700.t1	nup	0.14	0.0993	FALSE
Cre-1.g2716992.t1	rpoB	23.25	0.0446	TRUE
Cre12.g529350.t1	smm42	1.26	0.0645	FALSE
Cre29.g778500.t1	smm56	2.39	0.0882	FALSE
Cre16.g670800.t1	tfc1	0.77	0.375	FALSE
Cre02.g140700.t1	vpp1	1.19	0.28	FALSE
Cre05.g239850.t1	PHO2	0.94	0.507	FALSE
