gene_id	candidate_gene	fold_difference
Cre01.g000017.t1.1	FALSE	1.16013812988561
Cre01.g000017.t1.1	FALSE	0.589349485527112
Cre01.g002203.t1.1	FALSE	1.66681695364171
Cre01.g002203.t1.1	TRUE	2.39378359335991
Cre01.g002300.t1.2	FALSE	0.493912816373019
Cre01.g002300.t1.2	TRUE	3.31068195016366
Cre01.g003600.t1.2	TRUE	48.1274684295279
Cre01.g003600.t1.2	TRUE	6.89248704552688
Cre01.g004124.t1.1	FALSE	1.43720071882455
Cre01.g004124.t1.1	FALSE	0.379964871434978
Cre01.g004124.t2.1	FALSE	1.43699049238489
Cre01.g004124.t2.1	FALSE	0.380102818830905
Cre01.g004900.t1.2	FALSE	0.420804599065469
Cre01.g004900.t1.2	FALSE	0.202262069110634
Cre01.g006301.t1.1	FALSE	0.826621667305323
Cre01.g006301.t1.1	FALSE	0.543945817604379
Cre01.g006670.t1.1	FALSE	1.67818896753174
Cre01.g006670.t1.1	TRUE	11.2811114095562
Cre01.g006766.t1.1	FALSE	1.61776276946136
Cre01.g006766.t1.1	TRUE	49.6031746031746
Cre01.g007051.t1.2	FALSE	1.07825820223663
Cre01.g007051.t1.2	FALSE	0.534179012849518
Cre01.g008650.t1.1	FALSE	0.581376866941596
Cre01.g008650.t1.1	FALSE	1.13322534589001
Cre01.g010900.t1.2	FALSE	0.822481676231215
Cre01.g010900.t1.2	FALSE	1.63281050075271
Cre01.g011000.t1.2	FALSE	0.88975464473553
Cre01.g011000.t1.2	FALSE	0.701360809581082
Cre01.g012500.t1.2	FALSE	1.6713809189531
Cre01.g012500.t1.2	FALSE	0.388728258789608
Cre01.g013350.t1.2	FALSE	1.33893034825871
Cre01.g013350.t1.2	TRUE	3.25939123669806
Cre01.g013700.t1.2	FALSE	0.249195473610598
Cre01.g013700.t1.2	FALSE	1.84034222592329
Cre01.g013700.t2.1	FALSE	0.248698997639297
Cre01.g013700.t2.1	FALSE	1.82891302341282
Cre01.g015100.t1.1	FALSE	0.629377203049476
Cre01.g015100.t1.1	FALSE	0.65138010180145
Cre01.g015350.t1.1	TRUE	9.41044227034844
Cre01.g015350.t1.1	TRUE	4.01383702774058
Cre01.g015500.t1.2	FALSE	0.919468563192826
Cre01.g015500.t1.2	FALSE	0.476092662124842
Cre01.g017701.t1.1	FALSE	1.98343646900339
Cre01.g017701.t1.1	FALSE	0.847154061762516
Cre01.g017750.t2.1	FALSE	1.37539716170843
Cre01.g017750.t2.1	FALSE	0.899295301774527
Cre01.g019250.t1.2	FALSE	1.1868498175483
Cre01.g019250.t1.2	TRUE	2.60815703804367
Cre01.g020305.t1.1	FALSE	0.13741236973167
Cre01.g020305.t1.1	FALSE	0.522225793413806
Cre01.g020751.t1.2	TRUE	51.2032511494877
Cre01.g020751.t1.2	TRUE	7.1087348682117
Cre01.g023000.t1.1	TRUE	2.72567595459236
Cre01.g023000.t1.1	TRUE	3.14338693321744
Cre01.g024601.t1.1	FALSE	0.577268243637563
Cre01.g024601.t1.1	FALSE	1.15926647426647
Cre01.g025400.t1.2	FALSE	1.00117720507194
Cre01.g025400.t1.2	FALSE	0.980964466154232
Cre01.g026100.t1.2	FALSE	0.633542876787029
Cre01.g026100.t1.2	FALSE	0.707428031453545
Cre01.g026100.t2.1	FALSE	0.633542876787029
Cre01.g026100.t2.1	FALSE	0.707428031453545
Cre01.g026600.t1.2	FALSE	0.731970721471293
Cre01.g026600.t1.2	FALSE	0.943880524565676
Cre01.g027000.t1.2	FALSE	0.861765902188317
