transcript_id,num_detected,num_sampled,proportion,source,annotation_version,gene_id,gene_symbol,pathway_id,transcript_id_v5.3.1
Cre01.g008600.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g008600,,,Cre01.g008600.t1.3
Cre01.g008650.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre01.g008650,,,Cre01.g008650.t1.3
Cre01.g008700.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g008700,,,Cre01.g008700.t1.2
Cre01.g008750.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g008750,,,g220.t1
Cre01.g008800.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g008800,,,Cre01.g008800.t1.3
Cre01.g008850.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g008850,,,Cre01.g008850.t1.3
Cre01.g008891.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g008891,,['Creinhardtii PWY-5350'],Cre01.g008891.t1.2
Cre01.g008900.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g008900,,,Cre01.g008900.t1.2
Cre01.g008950.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g008950,,,Cre01.g008950.t1.2
Cre01.g008976.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g008976,,,g226.t1
Cre01.g009000.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009000,,,Cre01.g009000.t1.3
Cre01.g009025.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009025,,,Cre01.g009050.t1.2
Cre01.g009050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009050,,,g229.t1
Cre01.g009101.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009101,,,Cre01.g009100.t1.3
Cre01.g009150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009150,,,Cre01.g009150.t1.3
Cre01.g009200.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009200,,,Cre01.g009200.t1.2
Cre01.g009250.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g009250,,,Cre01.g009250.t1.3
Cre01.g009300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009300,,,Cre01.g009300.t1.3
Cre01.g009325.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009325,,,g235.t1
Cre01.g009350.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009350,,"['Creinhardtii POLYAMINSYN3-PWY', 'Creinhardtii PWY-43']",Cre01.g009350.t1.2
Cre01.g009400.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009400,,,Cre01.g009400.t1.2
Cre01.g009450.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009450,DNJ22,,Cre01.g009450.t1.3
Cre01.g009500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g009500,,,Cre01.g009500.t1.2
Cre01.g009550.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre01.g009550,,,Cre01.g009550.t1.3
Cre01.g009575.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009575,,,g241.t1
Cre01.g009601.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g009601,,,g242.t1
Cre01.g009650.t1.2,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre01.g009650,BUG25,,Cre01.g009650.t1.2
Cre01.g009676.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009676,,,g244.t1
Cre01.g009700.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g009700,,,Cre01.g009700.t1.3
Cre01.g009731.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009731,,,Cre01.g009731.t1.2
Cre01.g009765.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009765,,,Cre01.g009750.t1.3
Cre01.g009800.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g009800,FAP289,,Cre01.g009800.t1.2
Cre01.g009850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009850,,,Cre01.g009850.t1.2
Cre01.g009900.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g009900,CDJ3,,Cre01.g009900.t1.3
Cre01.g009950.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g009950,,,Cre01.g009950.t1.2
Cre01.g010000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010000,,,Cre01.g010000.t1.2
Cre01.g010050.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g010050,,,Cre01.g010050.t1.3
Cre01.g010100.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010100,,,Cre01.g010100.t1.2
Cre01.g010150.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g010150,,,Cre01.g010150.t1.2
Cre01.g010201.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010201,,,g256.t1
Cre01.g010250.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010250,,,Cre01.g010250.t1.3
Cre01.g010296.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010296,,,Cre01.g010296.t1.1
Cre01.g010300.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010300,,,Cre01.g010300.t1.2
Cre01.g010350.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010350,LIPB,,Cre01.g010350.t1.2
Cre01.g010400.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g010400,,,Cre01.g010400.t1.2
Cre01.g010450.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010450,,,Cre01.g010450.t1.2
Cre01.g010500.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010500,,,Cre01.g010500.t1.2
Cre01.g010550.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010550,,,g264.t1
Cre01.g010650.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010650,,,Cre01.g010650.t1.2
Cre01.g010700.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010700,,,Cre01.g010700.t1.2
Cre01.g010750.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre01.g010750,,,Cre01.g010750.t1.2
Cre01.g010800.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010800,,,g268.t1
Cre01.g010816.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010816,,,g269.t1
Cre01.g010832.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010832,,,g270.t1
Cre01.g010848.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010848,,,g271.t1
Cre01.g010864.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010864,,,g272.t1
Cre01.g010880.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g010880,,,g273.t1
Cre01.g010900.t1.2,2,5,0.25,"['Hemme_2014', 'Bajhaiya_2016', 'Goodenough_2014', 'Juergens_2015', 'Kwak_2017']",v5.5,Cre01.g010900,GAP3,['Creinhardtii CALVIN-PWY'],g274.t1
Cre01.g010950.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g010950,,,g275.t1
Cre01.g011000.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre01.g011000,RPL6,,g276.t1
Cre01.g011050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011050,,,Cre01.g011050.t1.2
Cre01.g011100.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g011100,,,Cre01.g011100.t1.2
Cre01.g011150.t1.1,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre01.g011150,,,Cre01.g011150.t1.3
Cre01.g011200.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011200,,,Cre01.g011200.t1.2
Cre01.g011250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011250,,,Cre01.g011250.t1.3
Cre01.g011300.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g011300,SCLP50,,Cre01.g011300.t1.1
Cre01.g011350.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011350,,,Cre01.g011350.t1.2
Cre01.g011376.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011376,,,g284.t1
Cre01.g011400.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g011400,,,Cre01.g011400.t1.3
Cre01.g011450.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre01.g011450,,,g286.t1
Cre01.g011500.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g011500,,,Cre01.g011500.t1.2
Cre01.g011550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011550,,,Cre01.g011550.t1.3
Cre01.g011600.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g011600,,,Cre01.g011600.t1.2
Cre01.g011630.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g011630,,,Cre01.g011650.t1.3
Cre01.g011660.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g011660,,,Cre01.g011700.t1.2
Cre01.g011750.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g011750,,,g292.t1
Cre01.g011800.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g011800,,,Cre01.g011800.t1.3
Cre01.g011850.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011850,,,Cre01.g011850.t1.3
Cre01.g011850.t2.1,0,1,0.0,['Hemme_2014'],v5.5,Cre01.g011850,,,Cre01.g011850.t2.1
Cre01.g011901.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011901,,,Cre01.g011900.t1.3
Cre01.g011950.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g011950,,,Cre01.g011950.t1.2
Cre01.g012000.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g012000,,,Cre01.g012000.t1.3
Cre01.g012050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012050,NAR1.6,,Cre01.g012050.t1.2
Cre01.g012100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012100,,,Cre01.g012100.t1.3
Cre01.g012126.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g012126,,,Cre01.g012126.t1.2
Cre01.g012150.t1.2,2,3,0.25,"['Hemme_2014', 'Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre01.g012150,MSRA4,,Cre01.g012150.t1.2
Cre01.g012175.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012175,,,Cre01.g012177.t1.2
Cre01.g012200.t1.1,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre01.g012200,,,g303.t1
Cre01.g012222.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012222,,,g304.t1
Cre01.g012244.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012244,,,Cre01.g012244.t1.2
Cre01.g012300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012300,,,Cre01.g012300.t1.3
Cre01.g012350.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g012350,,,Cre01.g012350.t1.2
Cre01.g012400.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g012400,,,Cre01.g012400.t1.2
Cre01.g012450.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g012450,,,Cre01.g012450.t1.3
Cre01.g012500.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre01.g012500,,,Cre01.g012500.t1.2
Cre01.g012550.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g012550,,,Cre01.g012550.t1.3
Cre01.g012600.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g012600,PGM1,"['Creinhardtii GLYCOGENSYNTH-PWY', 'Creinhardtii PWY-622', 'Creinhardtii PWY-7238', 'Creinhardtii PWY-7343', 'Creinhardtii PWY0-1296', 'Creinhardtii PWY66-422', 'Creinhardtii SUCSYN-PWY']",Cre01.g012600.t1.3
Cre01.g012650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012650,,,Cre01.g012650.t1.3
Cre01.g012700.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012700,,,Cre01.g012700.t1.2
Cre01.g012750.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g012750,,,Cre01.g012750.t1.3
Cre01.g012800.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012800,FAP230,,Cre01.g012800.t1.3
Cre01.g012850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012850,,,Cre01.g012850.t1.2
Cre01.g012900.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g012900,,,Cre01.g012900.t1.3
Cre01.g012950.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g012950,,,Cre01.g012950.t1.3
Cre01.g013000.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g013000,,,Cre01.g013000.t1.3
Cre01.g013050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g013050,,,Cre01.g013050.t1.3
Cre01.g013100.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g013100,,,Cre01.g013100.t1.3
Cre01.g013150.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g013150,CGLD35,,Cre01.g013150.t1.2
Cre01.g013200.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013200,,,Cre01.g013200.t1.2
Cre01.g013250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013250,,,Cre01.g013250.t1.3
Cre01.g013300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013300,DEG10,,Cre01.g013300.t1.1
Cre01.g013350.t1.2,3,3,0.375,"['Bajhaiya_2016', 'Blaby_2013', 'Kwak_2017']",v5.5,Cre01.g013350,,,Cre01.g013350.t1.2
Cre01.g013400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013400,,,Cre01.g013400.t1.3
Cre01.g013450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013450,,,Cre01.g013450.t1.2
Cre01.g013500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g013500,,,Cre01.g013500.t1.2
Cre01.g013550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013550,,,Cre01.g013550.t1.3
Cre01.g013600.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013600,,,Cre01.g013600.t1.3
Cre01.g013650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013650,,,Cre01.g013650.t1.3
Cre01.g013700.t1.2,0,1,0.0,['Kwak_2017'],v5.5,Cre01.g013700,,,Cre01.g013700.t2.1
Cre01.g013700.t2.1,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre01.g013700,,,Cre01.g013700.t1.2
Cre01.g013750.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013750,,,Cre01.g013750.t1.3
Cre01.g013769.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013769,,,Cre01.g013769.t1.2
Cre01.g013800.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013800,,,Cre01.g013800.t1.3
Cre01.g013801.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013801,,"['Creinhardtii PWY-1422', 'Creinhardtii PWY-7436']",Cre01.g013801.t1.2
Cre01.g013850.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g013850,,,Cre01.g013850.t1.3
Cre01.g013900.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g013900,,,Cre01.g013900.t1.3
Cre01.g014000.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g014000,,,Cre01.g014000.t1.2
Cre01.g014050.t1.2,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre01.g014050,,,Cre01.g014050.t1.2
Cre01.g014100.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014100,,,Cre01.g014100.t1.2
Cre01.g014150.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014150,,,Cre01.g014150.t1.2
Cre01.g014200.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g014200,,,Cre01.g014200.t1.2
Cre01.g014250.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014250,OPR2,,Cre01.g014250.t1.3
Cre01.g014300.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014300,,,Cre01.g014300.t1.3
Cre01.g014350.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g014350,PRX5,,Cre01.g014350.t1.2
Cre01.g014400.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014400,,,Cre01.g014400.t1.3
Cre01.g014450.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014450,,,Cre01.g014450.t1.3
Cre01.g014500.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g014500,,,Cre01.g014500.t1.3
Cre01.g014600.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g014600,,,Cre01.g014600.t1.2
Cre01.g014650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014650,,,Cre01.g014650.t1.2
Cre01.g014700.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014700,,,Cre01.g014700.t1.2
Cre01.g014751.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g014751,,,g357.t1
Cre01.g014800.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014800,MSH7,,Cre01.g014800.t1.3
Cre01.g014850.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014850,,,Cre01.g014850.t1.2
Cre01.g014900.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014900,,,Cre01.g014900.t1.3
Cre01.g014950.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g014950,,,Cre01.g014950.t1.3
Cre01.g015000.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g015000,NAGK1,"['Creinhardtii ARGSYN-PWY', 'Creinhardtii ARGSYNBSUB-PWY', 'Creinhardtii GLUTORN-PWY']",Cre01.g015000.t1.2
Cre01.g015050.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g015050,,,Cre01.g015050.t1.3
Cre01.g015100.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre01.g015100,,,Cre01.g015100.t1.3
Cre01.g015103.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g015103,,,Cre01.g015103.t1.2
Cre01.g015150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g015150,,,Cre01.g015150.t1.2
Cre01.g015200.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre01.g015200,,,Cre01.g015200.t1.3
Cre01.g015250.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g015250,,,Cre01.g015250.t1.1
Cre01.g015300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g015300,,,Cre01.g015300.t1.1
Cre01.g015350.t1.1,3,5,0.375,"['Hemme_2014', 'Bajhaiya_2016', 'Blaby_2013', 'Juergens_2015', 'Kwak_2017']",v5.5,Cre01.g015350,,['Creinhardtii CHLOROPHYLL-SYN'],Cre01.g015350.t1.1
Cre01.g015400.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g015400,,,Cre01.g015400.t1.2
Cre01.g015451.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g015451,,,g372.t1
Cre01.g015500.t1.2,2,3,0.25,"['Bajhaiya_2016', 'Blaby_2013', 'Kwak_2017']",v5.5,Cre01.g015500,CGL91,,Cre01.g015500.t1.2
Cre01.g015550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g015550,,,Cre01.g015550.t1.3
Cre01.g015600.t1.1,3,3,0.375,"['Hemme_2014', 'Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre01.g015600,,,Cre01.g015600.t1.3
Cre01.g015650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g015650,,,g376.t1
Cre01.g015700.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g015700,,,Cre01.g015700.t1.2
Cre01.g015750.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g015750,,,Cre01.g015750.t1.2
Cre01.g015850.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g015850,FAP68,,Cre01.g015850.t1.1
Cre01.g015950.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g015950,CPL11,,Cre01.g015950.t1.2
Cre01.g016001.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016001,,,Cre01.g016000.t1.2
Cre01.g016050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016050,,,Cre01.g016050.t1.2
Cre01.g016100.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016100,,,Cre01.g016100.t1.3
Cre01.g016150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016150,,,Cre01.g016150.t1.2
Cre01.g016200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016200,,,g385.t1
Cre01.g016250.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016250,,,g386.t1
Cre01.g016300.t1.1,2,2,0.25,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g016300,,,Cre01.g016300.t1.1
Cre01.g016350.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016350,,,Cre01.g016350.t1.1
Cre01.g016400.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016400,,,Cre01.g016400.t1.3
Cre01.g016450.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016450,,,Cre01.g016450.t1.2
Cre01.g016500.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016500,,,Cre01.g016500.t1.3
Cre01.g016514.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g016514,DLD2,"['Creinhardtii GLYCLEAV-PWY', 'Creinhardtii PWY-5046', 'Creinhardtii PWY-5084', 'Creinhardtii PWY-5464', 'Creinhardtii PYRUVDEHYD-PWY']",g392.t1
Cre01.g016528.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016528,,,g393.t1
Cre01.g016542.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016542,,,g394.t1
Cre01.g016556.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016556,,,g395.t1
Cre01.g016570.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016570,,,g396.t1
Cre01.g016600.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Juergens_2015']",v5.5,Cre01.g016600,PSBS1,,Cre01.g016600.t1.2
Cre01.g016651.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016651,,,g398.t1
Cre01.g016700.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre01.g016700,,,Cre01.g016700.t1.3
Cre01.g016750.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016750,PSBS2,,Cre01.g016750.t1.2
Cre01.g016800.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016800,,,Cre01.g016800.t1.3
Cre01.g016850.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g016850,,,Cre01.g016850.t1.2
Cre01.g016900.t1.2,2,3,0.25,"['Hemme_2014', 'Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre01.g016900,,,Cre01.g016900.t1.2
Cre01.g016950.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g016950,,,Cre01.g016950.t1.2
Cre01.g017050.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g017050,,,Cre01.g017050.t1.2
Cre01.g017100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g017100,,,Cre01.g017100.t1.3
Cre01.g017150.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g017150,,,Cre01.g017150.t1.3
Cre01.g017200.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g017200,FKB99,,Cre01.g017200.t1.2
Cre01.g017250.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g017250,,,Cre01.g017250.t1.2
Cre01.g017300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g017300,PRPS21,,Cre01.g017300.t1.2
Cre01.g017350.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g017350,RMT3,,Cre01.g017350.t1.3
Cre01.g017400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g017400,,,Cre01.g017400.t1.3
Cre01.g017450.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g017450,POLA2,,Cre01.g017450.t1.3
Cre01.g017500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g017500,,,Cre01.g017500.t1.2
Cre01.g017550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g017550,,,Cre01.g017550.t1.3
Cre01.g017600.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre01.g017600,,,Cre01.g017600.t1.3
Cre01.g017650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g017650,,,Cre01.g017650.t1.2
