transcript_id,num_detected,num_sampled,proportion,source,annotation_version,gene_id,gene_symbol,pathway_id,transcript_id_v5.3.1
Cre01.g055408.t1.1,2,4,0.25,"['Hemme_2014', 'Bajhaiya_2016', 'Goodenough_2014', 'Kwak_2017']",v5.5,Cre01.g055408,,['Creinhardtii PWY66-21'],g1224.t1
Cre01.g055412.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g055412,,,g1225.t1
Cre01.g055416.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055416,,,g1226.t1
Cre01.g055420.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g055420,,,g1227.t1
Cre01.g055424.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055424,,,g1228.t1
Cre01.g055428.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055428,,,g1229.t1
Cre01.g055432.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055432,,,g1230.t1
Cre01.g055436.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055436,,,g1231.t1
Cre01.g055440.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055440,,,g1232.t1
Cre01.g055444.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055444,,,g1233.t1
Cre01.g055448.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055448,,,g1234.t1
Cre01.g055453.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g055453,,"['Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY', 'Creinhardtii ILEUSYN-PWY', 'Creinhardtii PWY-3001', 'Creinhardtii VALSYN-PWY']",g1235.t1
Cre01.g055457.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055457,,,g1236.t1
Cre01.g055461.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055461,,,g1237.t1
Cre01.g055465.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g055465,,,g1238.t1
Cre01.g055469.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055469,,,g1239.t1
Cre01.g055473.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055473,,,g1240.t1
Cre01.g055477.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g055477,,,g1241.t1
Cre01.g055500.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g055500,,,Cre01.g055500.t1.3
Cre01.g055550.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055550,,,Cre01.g055550.t1.2
Cre01.g055600.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g055600,,,g1244.t1
Cre01.g055966.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g055966,,,g1245.t1
Cre01.g056331.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g056331,,,g1246.t1
Cre01.g056696.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g056696,,,g1247.t1
Cre01.g057061.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g057061,,,g1248.t1
Cre01.g057426.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g057426,,,g1249.t1
Cre01.g057791.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g057791,,,g1250.t1
Cre01.g058156.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g058156,,,g1251.t1
Cre01.g058521.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g058521,,,g1252.t1
Cre01.g058886.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g058886,,,g1253.t1
Cre01.g059252.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g059252,,,g1254.t1
Cre01.g059617.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g059617,,,g1255.t1
Cre01.g059982.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g059982,,,g1256.t1
Cre01.g060347.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g060347,,,g1257.t1
Cre01.g060712.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g060712,,,g1258.t1
Cre01.g061077.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g061077,,,g1259.t1
Cre01.g061442.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g061442,,,g1260.t1
Cre01.g061807.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g061807,,,g1261.t1
Cre01.g062172.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g062172,,,g1262.t1
Cre01.g062537.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g062537,,,g1263.t1
Cre01.g062902.t1.1,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre01.g062902,,,g1264.t1
Cre01.g063267.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g063267,,,g1265.t1
Cre01.g063632.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g063632,,,g1266.t1
Cre01.g063997.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g063997,,,g1267.t1
Cre01.g064362.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g064362,,,g1268.t1
Cre01.g064727.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g064727,,,g1269.t1
Cre01.g065092.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g065092,,,g1270.t1
Cre01.g065457.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g065457,,,g1271.t1
Cre01.g065822.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g065822,,,g1272.t1
Cre01.g066187.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g066187,,,g1273.t1
Cre01.g066552.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g066552,,,g1274.t1
Cre01.g066917.t1.1,2,4,0.25,"['Hemme_2014', 'Bajhaiya_2016', 'Juergens_2015', 'Kwak_2017']",v5.5,Cre01.g066917,,,g1276.t1
Cre01.g067282.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g067282,,,g1278.t1
Cre01.g067647.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g067647,,,g1279.t1
Cre01.g068012.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g068012,,,g1280.t1
Cre01.g068377.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g068377,,,g1281.t1
Cre01.g068742.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g068742,,,g1282.t1
Cre01.g069107.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g069107,,,g1283.t1
Cre01.g069472.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g069472,,['Creinhardtii TRNA-CHARGING-PWY'],g1284.t1
Cre01.g069837.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g069837,,,g1285.t1
Cre01.g070202.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g070202,,,g1286.t1
Cre01.g070567.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre01.g070567,,,g1287.t1
Cre01.g070932.t1.1,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre01.g070932,,,g1288.t1
Cre01.g071297.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g071297,,,g1289.t1
Cre01.g071662.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre01.g071662,,['Creinhardtii PWY66-21'],g1290.t1
Cre01.g072027.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre01.g072027,,,g1292.t1
Cre02.g073150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073150,,,Cre02.g073150.t1.2
Cre02.g073176.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073176,,,g1294.t1
Cre02.g073200.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g073200,,"['Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY', 'Creinhardtii ILEUSYN-PWY', 'Creinhardtii PWY-3001']",Cre02.g073200.t1.2
Cre02.g073250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073250,,,Cre02.g073250.t1.3
Cre02.g073300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073300,,,Cre02.g073300.t1.3
Cre02.g073350.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g073350,,,Cre02.g073350.t1.2
Cre02.g073400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073400,,,Cre02.g073400.t1.3
Cre02.g073450.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g073450,,,Cre02.g073450.t1.3
Cre02.g073500.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073500,FAP241,,Cre02.g073500.t1.3
Cre02.g073550.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g073550,,,Cre02.g073550.t1.2
Cre02.g073600.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g073600,,,Cre02.g073600.t1.3
Cre02.g073650.t1.2,0,1,0.0,['Hemme_2014'],v5.5,Cre02.g073650,,,Cre02.g073650.t2.1
Cre02.g073650.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g073650,,,Cre02.g073650.t1.2
Cre02.g073700.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g073700,UROD3,"['Creinhardtii CHLOROPHYLL-SYN', 'Creinhardtii HEME-BIOSYNTHESIS-II']",Cre02.g073700.t1.2
Cre02.g073750.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073750,,,Cre02.g073750.t1.2
Cre02.g073800.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g073800,,,Cre02.g073800.t1.2
Cre02.g073826.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073826,,,g1308.t1
Cre02.g073850.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre02.g073850,CGL54,,Cre02.g073850.t1.2
Cre02.g073900.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g073900,,['Creinhardtii PWY-7101'],Cre02.g073900.t1.3
Cre02.g073950.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g073950,,['Creinhardtii PWY-7101'],Cre02.g073950.t1.2
Cre02.g074000.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074000,,,Cre02.g074000.t1.3
Cre02.g074050.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074050,,,Cre02.g074050.t1.3
Cre02.g074100.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074100,,,Cre02.g074100.t1.2
Cre02.g074150.t1.1,0,1,0.0,['Gargouri_2015'],v5.5,Cre02.g074150,,,Cre02.g074150.t2.1
Cre02.g074150.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074150,,,Cre02.g074150.t1.3
Cre02.g074200.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074200,,,Cre02.g074200.t1.2
Cre02.g074217.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074217,,,Cre02.g074217.t1.2
Cre02.g074250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074250,,,Cre02.g074250.t1.3
Cre02.g074300.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074300,,,Cre02.g074300.t1.3
Cre02.g074350.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074350,,,Cre02.g074350.t1.3
Cre02.g074370.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074370,,,Cre02.g074370.t1.2
Cre02.g074400.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074400,,,Cre02.g074400.t1.3
Cre02.g074437.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074437,,,g1323.t1
Cre02.g074474.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074474,,,g1325.t1
Cre02.g074511.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074511,,,Cre02.g074450.t1.3
Cre02.g074550.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074550,,,Cre02.g074550.t1.2
Cre02.g074600.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074600,CGL60,,Cre02.g074600.t1.3
Cre02.g074626.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074626,,,g1330.t1
Cre02.g074650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074650,,,Cre02.g074650.t1.2
Cre02.g074700.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074700,,,Cre02.g074700.t1.2
Cre02.g074720.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre02.g074720,,,Cre02.g074720.t1.3
Cre02.g074737.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074737,,,Cre02.g074737.t1.2
Cre02.g074758.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074758,,,Cre02.g074750.t1.3
Cre02.g074800.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g074800,,,Cre02.g074800.t1.3
Cre02.g074800.t2.1,0,1,0.0,['Kwak_2017'],v5.5,Cre02.g074800,,,Cre02.g074800.t2.1
Cre02.g074850.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074850,,,Cre02.g074850.t1.3
Cre02.g074900.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g074900,,,Cre02.g074900.t1.3
Cre02.g074950.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074950,,,Cre02.g074950.t1.3
Cre02.g074976.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g074976,,,g1340.t1
Cre02.g075000.t5.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g075000,,,Cre02.g075000.t1.3
Cre02.g075050.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g075050,,,Cre02.g075050.t1.2
Cre02.g075100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075100,,,g1343.t1
Cre02.g075150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075150,,,Cre02.g075150.t1.2
Cre02.g075200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075200,,,Cre02.g075200.t1.3
Cre02.g075250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075250,,,Cre02.g075250.t1.1
Cre02.g075301.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075301,,,Cre02.g075300.t1.3
Cre02.g075350.t3.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g075350,,,Cre02.g075350.t1.2
Cre02.g075400.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g075400,,,Cre02.g075400.t1.3
Cre02.g075500.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075500,,,g1351.t1
Cre02.g075550.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075550,,,Cre02.g075550.t1.2
Cre02.g075600.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g075600,,,Cre02.g075600.t1.3
Cre02.g075650.t1.2,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre02.g075650,,,Cre02.g075650.t1.2
Cre02.g075676.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075676,,,g1355.t1
Cre02.g075700.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g075700,RPL19,,Cre02.g075700.t1.2
Cre02.g075750.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075750,,,Cre02.g075750.t1.3
Cre02.g075800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075800,,,Cre02.g075800.t1.2
Cre02.g075850.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075850,,,Cre02.g075850.t1.3
Cre02.g075900.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075900,,,Cre02.g075900.t1.1
Cre02.g075950.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075950,,,Cre02.g075950.t1.3
Cre02.g075994.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g075994,,,g1362.t1
Cre02.g076000.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g076000,,,Cre02.g076000.t1.2
Cre02.g076050.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g076050,,,Cre02.g076050.t1.2
Cre02.g076100.t1.1,2,2,0.25,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g076100,,,Cre02.g076100.t1.3
Cre02.g076150.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g076150,,,Cre02.g076150.t1.2
Cre02.g076200.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g076200,,,g1367.t1
Cre02.g076250.t1.1,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g076250,EFG1,,Cre02.g076250.t1.1
Cre02.g076300.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g076300,UROD2,"['Creinhardtii CHLOROPHYLL-SYN', 'Creinhardtii HEME-BIOSYNTHESIS-II']",Cre02.g076300.t1.3
Cre02.g076350.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g076350,,,Cre02.g076350.t1.2
Cre02.g076400.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g076400,,,Cre02.g076400.t1.2
Cre02.g076433.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076433,,,g1372.t1
Cre02.g076466.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g076466,,,Cre02.g076450.t1.2
Cre02.g076500.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076500,,,Cre02.g076500.t1.2
Cre02.g076550.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076550,,,Cre02.g076550.t1.2
Cre02.g076600.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g076600,,,Cre02.g076600.t1.2
Cre02.g076625.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076625,,,g1377.t1
Cre02.g076650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g076650,,,Cre02.g076650.t1.2
Cre02.g076663.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076663,,,Cre02.g076663.t1.2
Cre02.g076700.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076700,,,Cre02.g076700.t1.2
Cre02.g076750.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076750,NUOAF1,,Cre02.g076750.t1.3
Cre02.g076800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076800,ERG4,,Cre02.g076800.t1.2
Cre02.g076850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076850,,,Cre02.g076850.t1.2
Cre02.g076900.t1.1,0,3,0.0,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g076900,,,Cre02.g076900.t1.1
Cre02.g076950.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076950,,,Cre02.g076950.t1.3
Cre02.g076987.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g076987,,,Cre02.g077000.t1.3
Cre02.g077024.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077024,,,g1387.t1
Cre02.g077061.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077061,,,Cre02.g077050.t1.3
Cre02.g077100.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g077100,,['Creinhardtii GLUTATHIONESYN-PWY'],Cre02.g077100.t1.2
Cre02.g077150.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g077150,,,Cre02.g077150.t1.3
Cre02.g077200.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077200,,,Cre02.g077200.t1.2
Cre02.g077250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077250,,,Cre02.g077250.t1.3
Cre02.g077300.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g077300,,,Cre02.g077300.t1.2
Cre02.g077350.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g077350,,['Creinhardtii HISTSYN-PWY'],Cre02.g077350.t1.2
Cre02.g077401.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077401,,,Cre02.g077400.t1.3
Cre02.g077451.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077451,,,Cre02.g077450.t1.3
Cre02.g077500.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077500,,,Cre02.g077500.t1.2
Cre02.g077550.t1.2,0,1,0.0,['Hemme_2014'],v5.5,Cre02.g077550,,,Cre02.g077550.t2.1
Cre02.g077550.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077550,,,Cre02.g077550.t1.2
Cre02.g077600.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077600,FAP51,,Cre02.g077600.t1.2
Cre02.g077650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g077650,,,Cre02.g077650.t1.2
Cre02.g077700.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077700,,,Cre02.g077700.t1.3
Cre02.g077750.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g077750,FAP211,,Cre02.g077750.t1.2
Cre02.g077800.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g077800,,,Cre02.g077800.t1.2
Cre02.g077850.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g077850,FAP212,,Cre02.g077850.t1.2
Cre02.g077900.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077900,,,Cre02.g077900.t1.3
Cre02.g077925.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077925,,,Cre02.g077950.t1.3
Cre02.g077951.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g077951,,,g1408.t1
Cre02.g077976.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g077976,,,g1409.t1
Cre02.g078000.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078000,,,Cre02.g078000.t1.3
Cre02.g078050.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre02.g078050,,,Cre02.g078050.t1.2
Cre02.g078100.t1.1,2,2,0.25,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g078100,,,Cre02.g078100.t1.3
Cre02.g078150.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078150,,,Cre02.g078150.t1.3
Cre02.g078200.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078200,,,Cre02.g078200.t1.3
Cre02.g078226.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078226,,,g1415.t1
Cre02.g078251.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078251,,,g1416.t1
Cre02.g078300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078300,GPX1,"['Creinhardtii DETOX1-PWY-1', 'Creinhardtii PWY-4081']",Cre02.g078300.t1.1
Cre02.g078316.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078316,,,Cre02.g078316.t1.2
Cre02.g078350.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078350,,,Cre02.g078350.t1.2
Cre02.g078400.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078400,,,Cre02.g078400.t1.3
Cre02.g078450.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078450,,,Cre02.g078450.t1.3
Cre02.g078476.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g078476,,,g1422.t1
Cre02.g078500.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078500,,,Cre02.g078500.t1.2
Cre02.g078507.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078507,,,Cre02.g078507.t1.2
Cre02.g078550.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078550,FAP210,,Cre02.g078550.t1.2
Cre02.g078600.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078600,RSP8,,Cre02.g078600.t1.2
Cre02.g078650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078650,,['Creinhardtii PWY0-1546'],Cre02.g078650.t1.3
Cre02.g078700.t1.1,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre02.g078700,,,Cre02.g078700.t1.3
Cre02.g078750.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078750,,,Cre02.g078750.t1.3
Cre02.g078777.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078777,,,Cre02.g078800.t1.2
Cre02.g078804.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078804,,,g1431.t1
Cre02.g078831.t1.1,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre02.g078831,,,g1432.t1
Cre02.g078858.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078858,,,g1433.t1
Cre02.g078885.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078885,,,g1434.t1
Cre02.g078912.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078912,,,g1435.t1
